교차로번호,입력일자,교차로명,유형코드,연동교차로코드,구코드,지번,구경찰서코드,신경찰서코드,작업구분,표출구분,고객번호,계약종별,계량기번호,도로구분,관할사업소,교차로관리번호,공간데이터,신규정규화ID,이력ID,동코드,공사형태,지도표출구분,RN_CDE,MNG_AGEN,XCE,YCE
1439,-,오류역입구,001,289,530,55-1도,330,330,001,002,-,-,-,001,104,82-0000003357,,1134172    ,3357,10800,-,N,-,-,186235.986158773,544102.255410197
1440,-,오류동삼거리,002,264,530,6-2도,330,330,001,002,-,-,-,001,104,82-0000003253,,1124532    ,3253,10800,-,N,-,-,185948.049768403,543943.862040997
1441,-,온수삼거리,002,0,530,331-4철,330,330,001,002,-,-,-,001,104,82-0000000717,,-,717,10800,-,N,-,-,185625.898809296,543763.61749199
1676,-,신풍역출구,001,0,560,3405대,170,170,001,002,-,-,-,001,105,82-0000000333,,2145852    ,333,13200,-,N,-,-,192106.727816206,544516.000464333
1677,-,약산약국(연등),001,0,560,186-123 종,170,170,001,002,-,-,-,001,105,82-0000004957,,2158202    ,4957,13200,-,N,-,-,192281.882676141,545750.102479057
1678,-,약산약국(연등)2,002,1677,560,215-28도,170,170,001,001,-,-,-,001,105,82-0000004074,,-,4074,13200,-,N,-,-,192200.314479435,545723.786502523
1679,-,영등포공원(연등)1,002,1602,560,602-34 대,170,170,001,002,-,-,-,001,105,82-0000001353,,2148951    ,1353,10100,-,N,-,-,192128.426659577,546013.430527364
1680,-,신길우성2차아파트(연등)1,001,1630,560,3573대,170,170,001,002,-,-,-,001,105,82-0000004211,,2145732    ,4211,13200,-,N,-,-,192037.364751969,544420.734982298
1681,-,신길우성2차아파트(연등)2,001,1630,560,2191대,170,170,001,002,-,-,-,001,105,82-0000003648,,2155132    ,3648,13200,-,N,-,-,192268.178784264,544400.329118671
1682,-,동작상떼빌104동앞(연등),002,1683,590,700도,220,220,001,002,-,-,-,001,105,82-0000000636,,2142291    ,636,10900,-,N,-,-,191814.146979185,543201.495544481
1683,-,동작상떼빌104동앞,002,162,590,700-2도,220,220,001,002,-,-,-,001,105,82-0000004041,,2142471    ,4041,10900,-,N,-,-,191899.327950747,543137.884213856
1684,-,한국금융안전,001,0,590,600-59대,220,220,001,002,-,-,-,001,105,82-0000000707,,2142762    ,707,10900,-,N,-,-,192042.611974045,543080.484983031
1686,-,상도터널,001,0,590,2-16대,220,220,001,002,-,-,-,001,105,82-0000003605,,3116742    ,3605,10300,-,N,-,-,195537.689302841,544968.708813796
1687,-,한국금융안전(연등),001,1684,590,600-86대,220,220,001,002,-,-,-,001,105,82-0000002076,,2142962    ,2076,10900,-,N,-,-,192132.030337233,543082.498386571
1688,-,문창초교,001,0,590,산 143 공,220,220,001,002,-,-,-,001,105,82-0000004212,,2152172    ,4212,10900,-,N,-,-,192255.457223347,543132.974075883
1689,-,래미안영등포110동,003,0,560,299-1 학,170,170,001,002,-,-,-,001,105,82-0000001354,,2136962    ,1354,13200,-,N,-,-,191638.757717929,545082.361131755
1690,-,한남대교남단,003,0,680,414 대,280,280,001,002,-,-,-,001,106,82-0000004042,,4240155    ,4042,10700,-,N,-,-,201758.285133538,547047.937902016
1691,-,가로수길교차로(연등),001,1692,680,394 도,280,280,001,002,-,-,-,001,106,82-0000001498,,4240374    ,1498,11000,-,N,-,-,201859.214016034,547107.458909841
1692,-,가로수길교차로,003,0,680,394 도,280,280,001,002,-,-,-,001,106,82-0000004217,,4240583    ,4217,10700,-,N,-,-,201975.793807056,547180.643261461
1693,-,광림교회,001,0,680,667-35 도,280,280,001,002,-,-,-,001,106,82-0000004495,,-,4495,10700,-,N,-,-,202122.593228212,547272.0116902
1694,-,광림교회(연등),001,1693,680,667-35 도,280,280,001,002,-,-,-,001,106,82-0000000906,,-,906,10700,-,N,-,-,202323.741917984,547397.45271056
1695,-,압구정현대아파트,002,155,680,475 도,280,280,001,002,-,-,-,001,106,82-0000004218,,4251972    ,4218,11000,-,N,-,-,202668.1973089,547623.105803917
1696,-,압구정파출소,001,1697,680,394 도,280,280,001,002,-,-,-,001,106,82-0000002834,,4261893    ,2834,11000,-,N,-,-,203119.255942239,547736.896848268
1697,-,압구정한양아파트,003,0,680,394 도,280,280,001,002,-,-,-,001,106,82-0000002571,,4271182    ,2571,11000,-,N,-,-,203264.565937781,547699.978825997
1698,-,갤러리아압구정(연등),001,101,680,491 도,280,280,001,002,-,-,-,001,106,82-0000004064,,4271575    ,4064,10700,-,N,-,-,203464.164716492,547634.128907231
1699,-,청담초교,001,0,680,505 공,280,280,001,002,-,-,-,001,106,82-0000001654,,4281352    ,1654,10400,-,N,-,-,203870.103613885,547504.918641301
1700,-,청담초교정문(경보),001,0,680,144 도,280,280,001,002,-,-,-,002,106,82-0000002528,,-,2528,10400,-,N,-,-,203894.458499253,547582.69808494
1701,-,영동호텔,001,0,680,544-17 대,280,280,001,002,-,-,-,001,106,82-0000004065,,4149742    ,4065,10800,-,N,-,-,202042.632454004,546457.615107786
1702,-,강남을지병원(연등),001,198,680,279-16 도,280,280,001,002,-,-,-,001,106,82-0000000907,,-,907,10700,-,N,-,-,202317.499206149,546605.466831673
1703,-,삼화콘덴서,001,0,680,595-6 대,280,280,001,002,-,-,-,001,106,82-0000005022,,4260002    ,5022,10800,-,N,-,-,202696.150623785,546772.009757808
1704,-,삼화콘덴서(연등),001,103,680,627-15 대,280,280,001,002,-,-,-,001,106,82-0000005283,,4260212    ,5283,10800,-,N,-,-,202807.062163499,546817.330084238
1705,-,도산공원(연등),001,103,680,279-1 도,280,280,001,002,-,-,-,001,106,82-0000000265,,-,265,10800,-,N,-,-,203178.613439754,546964.84419032
1706,-,학동(연등)2,001,614,680,668-6 도,280,280,001,002,-,-,-,001,106,82-0000003609,,-,3609,10700,-,N,-,-,203303.485104436,547019.19378076
1707,-,학동(연등)1,001,614,680,77-6 도,280,280,001,002,-,-,-,001,106,82-0000002835,,-,2835,10400,-,N,-,-,203653.896974013,547108.633841747
1708,-,경원하이츠텔,001,580,680,145 도,280,280,001,002,-,-,-,001,106,82-0000004285,,4280581    ,4285,10400,-,N,-,-,203948.389099959,547154.119787816
1709,-,원앙예식장,001,0,680,110-3 대,280,280,001,002,-,-,-,001,106,82-0000004066,,4290592    ,4066,10400,-,N,-,-,204446.266969624,547232.085589499
1710,-,영동대교남단(연등)1,001,260,680,77 도,280,280,001,002,-,-,-,001,106,82-0000000067,,4291903    ,67,10400,-,N,-,-,204666.961493249,547262.689698246
1711,-,논현역(연등),001,158,680,280 도,280,280,001,002,-,-,-,001,106,82-0000000068,,-,68,10800,-,N,-,-,202015.147228913,545787.780209243
1712,-,논현지구대,001,0,680,28-3 대,280,280,001,002,-,-,-,001,106,82-0000000069,,4158022    ,69,10800,-,N,-,-,202225.30664504,545866.218123399
1713,-,논현지구대(연등),001,1712,680,29-4 대,280,280,001,002,-,-,-,001,106,82-0000003794,,4158432    ,3794,10800,-,N,-,-,202380.351840382,545925.435433483
1714,-,국제빌딩앞,001,136,680,279-124 도,280,280,001,002,-,-,-,001,106,82-0000002218,,-,2218,10800,-,N,-,-,202525.887246316,545982.932283306
1715,-,학동치안센터,001,0,680,279-106 도,280,280,001,002,-,-,-,001,106,82-0000004246,,-,4246,10800,-,N,-,-,202918.97786802,546136.099803771
1716,-,강남케이블TV,001,0,680,104-25 대,280,280,001,002,-,-,-,001,106,82-0000004247,,4179313    ,4247,10800,-,N,-,-,203376.604158619,546312.310736276
1717,-,삼성해청아파트,001,0,680,77-85 도,280,280,001,002,-,-,-,001,106,82-0000004549,,-,4549,10400,-,N,-,-,203868.447591908,546467.088274824
1718,-,강남세무서(연등)2,001,1719,680,15-1 대,280,280,001,002,-,-,-,001,106,82-0000005393,,4189642    ,5393,10400,-,N,-,-,203986.217383417,546493.151492804
1719,-,강남세무서,001,0,680,28-20 대,280,280,001,002,-,-,-,001,106,82-0000003926,,4189852    ,3926,10400,-,N,-,-,204103.725912942,546519.648183342
1720,-,강남세무서(연등)1,001,1719,680,31-7 대,280,280,001,002,-,-,-,001,106,82-0000000908,,4199152    ,908,10500,-,N,-,-,204240.972920937,546546.444822266
1721,-,청담진흥아파트,001,0,680,111-44 도,280,280,001,002,-,-,-,001,106,82-0000000266,,-,266,10500,-,N,-,-,204650.776407298,546641.901386624
1722,-,봉은초교,002,0,680,111-2 도,280,280,001,002,-,-,-,001,106,82-0000000515,,-,515,10500,-,N,-,-,205160.923650158,546780.735992445
1723,-,르메르디앙서울호텔,001,0,680,172-15 도,280,280,001,002,-,-,-,001,106,82-0000001950,,4156673    ,1950,10100,-,N,-,-,202491.595197998,545123.210352689
1724,-,삼정호텔정문,001,0,680,800-8 도,280,280,001,002,-,-,-,001,106,82-0000004882,,-,4882,10100,-,N,-,-,202775.72115668,545231.347733832
1725,-,논현경복아파트(연등),001,516,680,279-110 도,280,280,001,002,-,-,-,001,106,82-0000001951,,4177021    ,1951,10100,-,N,-,-,203183.755638229,545387.589339125
1726,-,아크로힐스논현아파트,001,0,680,265-25 대,280,280,001,002,-,-,-,001,106,82-0000004883,,4177753    ,4883,10100,-,N,-,-,203543.023021818,545522.23356511
1727,-,삼성2동주민센터앞,001,0,680,28 학,280,280,001,002,-,-,-,001,106,82-0000002836,,4187893    ,2836,10500,-,N,-,-,204077.844340002,545720.550609866
1728,-,삼릉초교,001,0,680,26-8 대,280,280,001,002,-,-,-,001,106,82-0000004067,,4198102    ,4067,10500,-,N,-,-,204252.222860085,545783.111799057
1729,-,삼성힐스테이트2단지앞,001,481,680,22-3 대,280,280,001,002,-,-,-,001,106,82-0000001924,,4198625    ,1924,10500,-,N,-,-,204517.152271919,545881.873554465
1730,-,봉은공원,003,0,680,74-4 학,280,280,001,002,-,-,-,001,106,82-0000000909,,5108651    ,909,10500,-,N,-,-,204982.625909985,546007.908059873
1731,-,봉은사앞,001,1730,680,172-3 도,280,280,001,002,-,-,-,001,106,82-0000002191,,-,2191,10500,-,N,-,-,205130.40213577,546041.4114415
1442,-,동부제강앞(연등),001,1443,530,311-6 도,330,330,001,002,-,-,-,001,104,82-0000003254,,-,3254,10800,-,N,-,-,185471.085259508,543679.820733774
1443,-,동부제강앞,001,0,530,311-6 도,330,330,001,002,-,-,-,001,104,82-0000004491,,-,4491,10800,-,N,-,-,185339.315798424,543636.555197978
1444,-,동부제강입구,002,1443,530,311-5도,330,330,001,002,-,-,-,001,104,82-0000000864,,-,864,10800,-,N,-,-,185201.696176182,543588.054902249
1445,-,동부제강입구(연등),001,1444,530,311-5도,330,330,001,002,-,-,-,001,104,82-0000004492,,-,4492,10800,-,N,-,-,185098.891667159,543562.224216188
1446,-,온수역입구(연등),002,1447,530,327도,330,330,001,002,-,-,-,001,104,82-0000000718,,-,718,10800,-,N,-,-,184748.089351138,543506.028595359
1447,-,온수역입구,002,0,530,산46-1임,330,330,001,002,-,-,-,001,104,82-0000002068,,-,2068,10800,-,N,-,-,184601.154838285,543432.80840053
1448,-,유한공고,001,0,530,110도,330,330,001,002,-,-,-,001,104,82-0000000865,,-,865,10800,-,N,-,-,184479.019591213,543315.933436487
1449,-,유한공고앞,001,1448,530,산17-4임,330,330,001,001,-,-,-,001,104,82-0000000719,,0193402    ,719,11000,-,N,-,-,184401.518702791,543269.034413076
1450,-,오금교남단,003,0,530,285-38천,330,330,001,002,-,-,-,001,104,82-0000000665,,-,665,10100,-,N,-,-,188921.010647395,545314.125276315
1451,-,구로미성아파트,003,0,530,611-20도,330,330,001,002,-,-,-,001,104,82-0000003564,,-,3564,10200,-,N,-,-,189088.060083687,545144.288920843
1452,-,구로미성아파트(연등),001,1451,530,604-15도,330,330,001,002,-,-,-,001,104,82-0000004106,,-,4106,10200,-,N,-,-,189214.118559995,545011.916089789
1453,-,수동물병원,003,0,530,496-128도,330,330,001,002,-,-,-,001,104,82-0000000720,,2105421    ,720,10200,-,N,-,-,189922.368431083,544355.580123422
1454,-,수동물병원(연등)2,001,1453,530,442-185도,330,330,001,002,-,-,-,002,104,82-0000003649,,-,3649,10200,-,N,-,-,190062.508304415,544145.216357905
1455,-,동구로초교(연등)2,001,1456,530,65도,330,330,001,002,-,-,-,001,104,82-0000003650,,2114112    ,3650,10200,-,N,-,-,190259.587540919,543841.440915282
1456,-,동구로초교,001,0,530,136-14도,330,330,001,002,-,-,-,001,104,82-0000002940,,2113392    ,2940,10200,-,N,-,-,190338.340864311,543715.890019659
1457,-,동구로초교(연등)1,001,1456,530,93학,330,330,001,002,-,-,-,002,104,82-0000003565,,2113562    ,3565,10200,-,N,-,-,190431.718546192,543583.290336969
1458,-,구로3동새마을금고(연등)2,001,1459,530,1265대,330,330,001,002,-,-,-,002,104,82-0000001858,,2102742    ,1858,10200,-,N,-,-,190045.430017429,542986.336808733
1459,-,구로3동새마을금고,001,0,530,1265대,330,330,001,002,-,-,-,002,104,82-0000001477,,2102862    ,1477,10200,-,N,-,-,190094.803955089,543060.864255468
1460,-,구로3동한신아파트,002,0,530,772도,330,330,001,002,-,-,-,002,104,82-0000000721,,-,721,10200,-,N,-,-,190233.010513172,543209.788199168
1461,-,영서중(연등),001,1462,530,772도,330,330,001,002,-,-,-,002,104,82-0000004045,,-,4045,10200,-,N,-,-,190313.526798394,543276.893594715
1462,-,영서중,001,0,530,289-20도,330,330,001,002,-,-,-,002,104,82-0000004107,,-,4107,10200,-,N,-,-,190407.330789073,543350.774295604
1463,-,대림역,001,0,560,125-84천,170,170,001,002,-,-,-,002,105,82-0000005200,,2123272    ,5200,13300,-,N,-,-,190777.272209475,543648.71657864
1464,-,대림역동측,001,0,560,722-11대,170,170,001,002,-,-,-,002,105,82-0000005279,,2123492    ,5279,13300,-,N,-,-,190889.379793377,543727.722983483
1465,-,남부사업소,001,0,560,693-1대,170,170,001,002,-,-,-,002,105,82-0000000666,,2124712    ,666,13300,-,N,-,-,191034.618551178,543844.406654947
1466,-,대림119안전센터(연등)2,001,1467,560,417-1도,170,170,001,002,-,-,-,002,105,82-0000000667,,2134585    ,667,13300,-,N,-,-,191473.973573437,544199.35432674
1467,-,대림119안전센터,001,0,560,420-138대,170,170,001,002,-,-,-,002,105,82-0000005198,,2135606    ,5198,13200,-,N,-,-,191512.573181346,544255.392183933
1468,-,신도림고가차도(연등),001,159,560,231-1 대,170,170,001,002,-,-,-,001,105,82-0000003566,,2126452    ,3566,13300,-,N,-,-,190894.548279002,545037.796300453
1469,-,대림성원아파트(연등),002,387,560,257-1천,170,170,001,002,-,-,-,002,105,82-0000000668,,2126312    ,668,13300,-,N,-,-,190848.99515,544815.026399864
1470,-,MG새마을금고앞,001,387,560,604-41대,170,170,001,002,-,-,-,001,105,82-0000004214,,2125482    ,4214,13300,-,N,-,-,190894.85225,544681.236809864
1471,-,IBK기업은행대림동지점,001,185,560,682-2대,170,170,001,002,-,-,-,001,105,82-0000000348,,2125612    ,348,13300,-,N,-,-,191019.73812416,544315.790564113
1472,-,대림3동사거리(연등)2,001,185,560,697도,170,170,001,001,-,-,-,002,105,82-0000004046,,-,4046,13300,-,N,-,-,191066.618349343,544175.472664789
1473,-,대림우성2차아파트(연등),003,111,560,744-3대,170,170,001,002,-,-,-,001,105,82-0000002094,,2124861    ,2094,13300,-,N,-,-,191105.33611984,544060.836058875
1474,-,대림1동공영주차장앞,002,1475,560,760-19도,170,170,001,002,-,-,-,001,105,82-0000000884,,2134102    ,884,13300,-,N,-,-,191262.627498757,543762.761371106
1475,-,대림공원,003,0,560,887-1대,170,170,001,002,-,-,-,001,105,82-0000001948,,2133362    ,1948,13300,-,N,-,-,191373.775815132,543586.002995184
1476,-,대림우체국,001,0,560,935-14대,170,170,001,002,-,-,-,002,105,82-0000003255,,2133732    ,3255,13300,-,N,-,-,191541.201380101,543401.206669317
1477,-,구로1교,003,0,560,1064-3천,170,170,001,002,-,-,-,001,105,82-0000002095,,2122573    ,2095,13300,-,N,-,-,190971.239457241,543141.072682302
1478,-,신대림한솔파크입구,001,0,560,1072-24대,170,170,001,002,-,-,-,001,105,82-0000005113,,2123802    ,5113,13300,-,N,-,-,191080.748738249,543255.756072832
1479,-,다정슈퍼,001,0,560,833-13대,170,170,001,002,-,-,-,001,105,82-0000000722,,2133022    ,722,13300,-,N,-,-,191179.964165592,543367.409984937
1480,-,다정슈퍼(연등),001,1479,560,854-23대,170,170,001,002,-,-,-,001,105,82-0000000389,,2133142    ,389,13300,-,N,-,-,191268.895112652,543467.461518404
1481,-,대림1동새마을금고(연등)2,001,1482,560,1120 대,170,170,001,002,-,-,-,001,105,82-0000002819,,2133692    ,2819,13300,-,N,-,-,191480.81614599,543706.025467119
1482,-,대림1동새마을금고,001,0,560,893-58대,170,170,001,002,-,-,-,001,105,82-0000000838,,2134702    ,838,13300,-,N,-,-,191541.077651392,543773.251399105
1483,-,대림1동주민센터,001,0,560,447-10대,170,170,001,002,-,-,-,001,105,82-0000004055,,2144152    ,4055,13300,-,N,-,-,191748.439469265,544002.719413018
1484,-,대림1동주민센터(연등),001,1483,560,906-40대,170,170,001,002,-,-,-,001,105,82-0000001491,,2134932    ,1491,13300,-,N,-,-,191655.627939962,543900.388271818
1485,-,대림역북측,001,0,530,795-2대,170,170,001,002,-,-,-,002,105,82-0000004056,,2114923    ,4056,10200,-,N,-,-,190673.593175216,543891.689768627
1487,-,거리공원입구오거리,002,0,560,646-4제,170,170,001,002,-,-,-,001,105,82-0000005719,,-,5719,13300,-,N,-,-,190574.372501596,544797.145369224
1488,-,거리공원입구오거리(연등)4,001,1487,560,646-6제,330,170,001,002,-,-,-,002,105,82-0000002561,,-,2561,13300,-,N,-,-,190596.668671967,544744.274162704
1489,-,거리공원입구오거리(연등)2,001,1487,530,37-4도,330,330,001,002,-,-,-,001,104,82-0000004057,,-,4057,10200,-,N,-,-,190511.840320184,544756.369560775
1490,-,우리유앤미아파트(연등)1,001,5464,530,573대,330,330,001,002,-,-,-,001,104,82-0000003359,,1195802    ,3359,10200,-,N,-,-,189608.405219193,544294.711667968
1491,-,구로초교,003,0,530,462-1도,330,330,001,002,-,-,-,001,104,82-0000001143,,-,1143,10200,-,N,-,-,189618.149851494,544027.0751908
1493,-,구로4동우체국(연등),001,1494,530,0-32 가,330,330,001,002,-,-,-,001,104,82-0000000046,,2103162    ,46,10200,-,N,-,-,189727.095732827,543595.365134178
1494,-,구로4동우체국,003,0,530,754-12도,330,330,001,002,-,-,-,001,104,82-0000000560,,-,560,10200,-,N,-,-,189747.015175296,543460.717993577
1495,-,구로시장(연등)2,001,1496,530,80대,330,330,001,002,-,-,-,001,104,82-0000000546,,2103112    ,546,10200,-,N,-,-,189773.820192638,543328.306088805
1496,-,구로시장,001,0,530,339-82대,330,330,001,002,-,-,-,001,104,82-0000002518,,2102292    ,2518,10200,-,N,-,-,189792.120793532,543229.045669205
1497,-,구로시장(연등)1,001,1496,530,734-14대,330,330,001,002,-,-,-,001,104,82-0000000642,,2102362    ,642,10200,-,N,-,-,189837.023066899,543089.091627028
1498,-,가마산지하차도(연등),001,1499,530,394-2도,330,330,001,002,-,-,-,001,104,82-0000004263,,-,4263,10200,-,N,-,-,189524.436813151,543465.870663704
1499,-,가마산지하차도,001,0,530,414-72도,330,330,001,002,-,-,-,001,104,82-0000002519,,1193772    ,2519,10200,-,N,-,-,189575.660228841,543625.701164056
1500,-,구로경찰서,001,627,530,443학,330,330,001,002,-,-,-,001,104,82-0000001581,,2104412    ,1581,10200,-,N,-,-,189898.708389795,543810.911793631
1501,-,구로경찰서(연등),001,627,530,442-74대,330,330,001,002,-,-,-,001,104,82-0000002800,,2104622    ,2800,10200,-,N,-,-,190013.903567395,543882.710063825
1502,-,구로구청구의회(연등),001,627,530,65도,330,330,001,002,-,-,-,001,104,82-0000000561,,-,561,10200,-,N,-,-,190104.314740961,543941.823566553
1503,-,영림중(연등),001,1504,530,64 도,330,330,001,002,-,-,-,001,104,82-0000004509,,-,4509,10200,-,N,-,-,190321.893546804,544082.743763392
1504,-,영림중,003,0,530,64 도,330,330,001,002,-,-,-,001,104,82-0000000047,,-,47,10200,-,N,-,-,190458.590797499,544172.607591956
1505,-,신영초교(연등),001,1506,560,786-29대,170,170,001,002,-,-,-,001,105,82-0000000562,,2125012    ,562,13300,-,N,-,-,190717.546861813,544339.636437464
1506,-,신영초교,001,0,560,698도,170,170,001,002,-,-,-,001,105,82-0000003068,,2125222    ,3068,13300,-,N,-,-,190808.721797735,544399.080583515
1507,-,SK윈윈주유소(연등),001,1508,560,376도,170,170,001,002,-,-,-,001,105,82-0000001765,,2125782    ,1765,13300,-,N,-,-,191065.290148312,544652.859414103
1508,-,SK윈윈주유소,001,0,560,365대,170,170,001,002,-,-,-,001,105,82-0000000627,,2126902    ,627,13300,-,N,-,-,191146.971717822,544761.287006246
1509,-,신도림우성아파트,002,0,530,328-6도,330,330,001,002,-,-,-,002,104,82-0000003841,,-,3841,10100,-,N,-,-,189980.920024369,545899.678416957
