method,seed,round,round_theta_index,theta_per_round,parameter_id,t_lead,delta_T_thr,G_ext,Q_ratio,tau,observed_score,best_so_far,surrogate_mean,surrogate_ci_low,surrogate_ci_high,acquisition,essi_acquisition,essi_1,essi_2,essi_3,essi_4,essi_5,essi_6,essi_max,essi_mean,essi_log_max,dominant_essi_subspace,spatial_activation_score
BO,20260607,39,5,6,bo_r39_005_tl104_dt26_ge36_qr91_tau88,104,26,36,0.91,0.88,133.46,91.20,219.87,84.01,355.72,0.84,0.84,0.27,0.18,0.21,0.18,0.84,0.46,0.84,0.36,-0.17918973,5,1.000000
BO,20260607,39,6,6,bo_r39_006_tl109_dt69_ge50_qr84_tau84,109,69,50,0.84,0.84,185.22,91.20,219.87,84.01,355.72,0.84,0.84,0.28,0.18,0.21,0.18,0.84,0.44,0.84,0.35,-0.17918973,5,1.000000
BO,20260607,40,1,6,bo_r40_001_tl97_dt26_ge43_qr93_tau89,97,26,43,0.93,0.89,132.53,91.20,217.90,81.37,354.43,0.92,0.92,0.30,0.20,0.24,0.21,0.92,0.52,0.92,0.40,-0.07874428,5,1.000000
BO,20260607,40,2,6,bo_r40_002_tl110_dt147_ge37_qr96_tau88,110,147,37,0.96,0.88,383.33,91.20,217.90,81.37,354.43,0.92,0.92,0.30,0.20,0.23,0.20,0.92,0.50,0.92,0.39,-0.07874428,5,1.000000
BO,20260607,40,3,6,bo_r40_003_tl116_dt95_ge31_qr90_tau90,116,95,31,0.9,0.9,337.98,91.20,217.90,81.37,354.43,0.92,0.92,0.30,0.20,0.24,0.20,0.92,0.51,0.92,0.40,-0.07874428,5,1.000000
BO,20260607,40,4,6,bo_r40_004_tl118_dt21_ge43_qr58_tau88,118,21,43,0.58,0.88,138.63,91.20,217.90,81.37,354.43,0.92,0.92,0.31,0.20,0.23,0.20,0.92,0.48,0.92,0.39,-0.08688883,5,0.991889
BO,20260607,40,5,6,bo_r40_005_tl118_dt93_ge45_qr93_tau89,118,93,45,0.93,0.89,243.24,91.20,217.90,81.37,354.43,0.92,0.92,0.32,0.21,0.25,0.21,0.92,0.53,0.92,0.41,-0.07874428,5,1.000000
BO,20260607,40,6,6,bo_r40_006_tl59_dt124_ge48_qr99_tau89,59,124,48,0.99,0.89,283.59,91.20,217.90,81.37,354.43,0.91,0.91,0.26,0.18,0.22,0.19,0.91,0.50,0.91,0.37,-0.09149158,5,0.987334
BO,20260607,41,1,6,bo_r41_001_tl97_dt121_ge42_qr77_tau90,97,121,42,0.77,0.9,263.49,91.20,218.78,80.45,357.12,0.96,0.96,0.30,0.20,0.24,0.20,0.96,0.51,0.96,0.40,-0.04410622,5,0.993021
BO,20260607,41,2,6,bo_r41_002_tl103_dt165_ge39_qr99_tau87,103,165,39,0.99,0.87,253.00,91.20,218.78,80.45,357.12,0.96,0.96,0.30,0.20,0.24,0.20,0.96,0.52,0.96,0.40,-0.03710307,5,1.000000
BO,20260607,41,3,6,bo_r41_003_tl121_dt216_ge37_qr95_tau88,121,216,37,0.95,0.88,383.33,91.20,218.78,80.45,357.12,0.96,0.96,0.32,0.21,0.25,0.21,0.96,0.52,0.96,0.41,-0.03710307,5,1.000000
BO,20260607,41,4,6,bo_r41_004_tl112_dt1_ge26_qr82_tau88,112,1,26,0.82,0.88,248.98,91.20,218.78,80.45,357.12,0.95,0.95,0.31,0.20,0.24,0.20,0.95,0.50,0.95,0.40,-0.04804716,5,0.989116
BO,20260607,41,5,6,bo_r41_005_tl114_dt26_ge49_qr53_tau88,114,26,49,0.53,0.88,132.53,91.20,218.78,80.45,357.12,0.95,0.95,0.32,0.21,0.24,0.21,0.95,0.50,0.95,0.41,-0.04605366,5,0.991089
BO,20260607,41,6,6,bo_r41_006_tl82_dt9_ge48_qr89_tau84,82,9,48,0.89,0.84,157.15,91.20,218.78,80.45,357.12,0.94,0.94,0.29,0.19,0.23,0.20,0.94,0.50,0.94,0.39,-0.05829572,5,0.979030
BO,20260607,42,1,6,bo_r42_001_tl74_dt61_ge50_qr100_tau85,74,61,50,1.0,0.85,238.83,91.20,219.30,80.26,358.33,0.97,0.97,0.29,0.20,0.24,0.20,0.97,0.52,0.97,0.40,-0.03211184,5,0.995143
BO,20260607,42,2,6,bo_r42_002_tl101_dt167_ge40_qr98_tau89,101,167,40,0.98,0.89,278.48,91.20,219.30,80.26,358.33,0.97,0.97,0.31,0.21,0.24,0.21,0.97,0.53,0.97,0.41,-0.02724345,5,1.000000
BO,20260607,42,3,6,bo_r42_003_tl103_dt59_ge47_qr77_tau86,103,59,47,0.77,0.86,151.54,91.20,219.30,80.26,358.33,0.97,0.97,0.31,0.21,0.24,0.21,0.97,0.51,0.97,0.41,-0.03503521,5,0.992239
BO,20260607,42,4,6,bo_r42_004_tl104_dt131_ge50_qr74_tau90,104,131,50,0.74,0.9,371.64,91.20,219.30,80.26,358.33,0.97,0.97,0.32,0.21,0.25,0.21,0.97,0.53,0.97,0.42,-0.02724345,5,1.000000
BO,20260607,42,5,6,bo_r42_005_tl109_dt29_ge46_qr81_tau87,109,29,46,0.81,0.87,133.02,91.20,219.30,80.26,358.33,0.97,0.97,0.33,0.22,0.25,0.21,0.97,0.53,0.97,0.42,-0.02724345,5,1.000000
BO,20260607,42,6,6,bo_r42_006_tl120_dt209_ge49_qr77_tau86,120,209,49,0.77,0.86,282.57,91.20,219.30,80.26,358.33,0.96,0.96,0.32,0.21,0.25,0.21,0.96,0.50,0.96,0.41,-0.03892121,5,0.988390
BO,20260607,43,1,6,bo_r43_001_tl89_dt25_ge40_qr93_tau87,89,25,40,0.93,0.87,132.35,91.20,219.85,80.11,359.59,0.98,0.98,0.30,0.20,0.24,0.21,0.98,0.53,0.98,0.41,-0.01896288,5,1.000000
BO,20260607,43,2,6,bo_r43_002_tl105_dt158_ge46_qr98_tau85,105,158,46,0.98,0.85,320.82,91.20,219.85,80.11,359.59,0.98,0.98,0.31,0.21,0.25,0.21,0.98,0.53,0.98,0.41,-0.01896288,5,1.000000
BO,20260607,43,3,6,bo_r43_003_tl111_dt15_ge42_qr98_tau88,111,15,42,0.98,0.88,138.90,91.20,219.85,80.11,359.59,0.98,0.98,0.34,0.23,0.26,0.23,0.98,0.57,0.98,0.43,-0.01896288,5,1.000000
BO,20260607,43,4,6,bo_r43_004_tl111_dt73_ge43_qr100_tau83,111,73,43,1.0,0.83,250.53,91.20,219.85,80.11,359.59,0.98,0.98,0.32,0.21,0.25,0.21,0.98,0.53,0.98,0.42,-0.01896288,5,1.000000
BO,20260607,43,5,6,bo_r43_005_tl118_dt2_ge48_qr95_tau90,118,2,48,0.95,0.9,246.99,91.20,219.85,80.11,359.59,0.98,0.98,0.36,0.24,0.28,0.24,0.98,0.60,0.98,0.45,-0.01896288,5,1.000000
BO,20260607,43,6,6,bo_r43_006_tl105_dt68_ge46_qr59_tau90,105,68,46,0.59,0.9,235.20,91.20,219.85,80.11,359.59,0.97,0.97,0.32,0.21,0.25,0.21,0.97,0.51,0.97,0.41,-0.02813018,5,0.990875
BO,20260607,44,1,6,bo_r44_001_tl92_dt101_ge49_qr96_tau86,92,101,49,0.96,0.86,278.99,91.20,219.87,80.36,359.39,0.97,0.97,0.31,0.21,0.24,0.21,0.97,0.53,0.97,0.41,-0.02863515,5,1.000000
BO,20260607,44,2,6,bo_r44_002_tl108_dt163_ge44_qr91_tau87,108,163,44,0.91,0.87,233.62,91.20,219.87,80.36,359.39,0.97,0.97,0.31,0.21,0.24,0.21,0.97,0.52,0.97,0.41,-0.02863515,5,1.000000
BO,20260607,44,3,6,bo_r44_003_tl116_dt116_ge44_qr67_tau89,116,116,44,0.67,0.89,163.44,91.20,219.87,80.36,359.39,0.97,0.97,0.32,0.21,0.25,0.21,0.97,0.51,0.97,0.41,-0.02968817,5,0.998948
BO,20260607,44,4,6,bo_r44_004_tl95_dt243_ge48_qr95_tau87,95,243,48,0.95,0.87,283.59,91.20,219.87,80.36,359.39,0.96,0.96,0.30,0.20,0.24,0.20,0.96,0.51,0.96,0.40,-0.04198618,5,0.986738
BO,20260607,44,5,6,bo_r44_005_tl90_dt116_ge31_qr96_tau89,90,116,31,0.96,0.89,288.71,91.20,219.87,80.36,359.39,0.95,0.95,0.29,0.19,0.23,0.20,0.95,0.51,0.95,0.40,-0.04780711,5,0.981011
BO,20260607,44,6,6,bo_r44_006_tl95_dt110_ge41_qr74_tau90,95,110,41,0.74,0.9,228.14,91.20,219.87,80.36,359.39,0.95,0.95,0.30,0.20,0.24,0.20,0.95,0.51,0.95,0.40,-0.04678076,5,0.982018
BO,20260607,45,1,6,bo_r45_001_tl77_dt82_ge48_qr88_tau89,77,82,48,0.88,0.89,236.69,91.20,220.47,81.73,359.21,0.92,0.92,0.28,0.19,0.22,0.19,0.92,0.50,0.92,0.38,-0.08107259,5,1.000000
BO,20260607,45,2,6,bo_r45_002_tl105_dt83_ge43_qr87_tau88,105,83,43,0.87,0.88,249.58,91.20,220.47,81.73,359.21,0.92,0.92,0.30,0.20,0.24,0.20,0.92,0.50,0.92,0.39,-0.08107259,5,1.000000
BO,20260607,45,3,6,bo_r45_003_tl118_dt184_ge36_qr96_tau88,118,184,36,0.96,0.88,270.30,91.20,220.47,81.73,359.21,0.92,0.92,0.30,0.20,0.24,0.20,0.92,0.50,0.92,0.39,-0.08107259,5,1.000000
BO,20260607,45,4,6,bo_r45_004_tl74_dt97_ge42_qr87_tau90,74,97,42,0.87,0.9,180.76,91.20,220.47,81.73,359.21,0.91,0.91,0.27,0.18,0.22,0.19,0.91,0.49,0.91,0.38,-0.09785942,5,0.983353
BO,20260607,45,5,6,bo_r45_005_tl85_dt4_ge47_qr99_tau82,85,4,47,0.99,0.82,248.05,91.20,220.47,81.73,359.21,0.91,0.91,0.28,0.19,0.22,0.19,0.91,0.48,0.91,0.38,-0.09685883,5,0.984338
BO,20260607,45,6,6,bo_r45_006_tl98_dt102_ge50_qr61_tau89,98,102,50,0.61,0.89,268.54,91.20,220.47,81.73,359.21,0.90,0.90,0.29,0.19,0.23,0.19,0.90,0.48,0.90,0.38,-0.10493035,5,0.976425
BO,20260607,46,1,6,bo_r46_001_tl86_dt187_ge49_qr97_tau88,86,187,49,0.97,0.88,282.57,91.20,220.96,83.34,358.57,0.86,0.86,0.26,0.18,0.21,0.18,0.86,0.47,0.86,0.36,-0.14509927,5,1.000000
BO,20260607,46,2,6,bo_r46_002_tl98_dt161_ge45_qr78_tau90,98,161,45,0.78,0.9,238.68,91.20,220.96,83.34,358.57,0.86,0.86,0.27,0.18,0.21,0.18,0.86,0.46,0.86,0.36,-0.14884891,5,0.996257
BO,20260607,46,3,6,bo_r46_003_tl108_dt41_ge41_qr89_tau84,108,41,41,0.89,0.84,106.49,91.20,220.96,83.34,358.57,0.86,0.86,0.28,0.18,0.22,0.18,0.86,0.45,0.86,0.36,-0.15208096,5,0.993043
BO,20260607,46,4,6,bo_r46_004_tl113_dt77_ge34_qr94_tau88,113,77,34,0.94,0.88,253.60,91.20,220.96,83.34,358.57,0.86,0.86,0.28,0.19,0.22,0.19,0.86,0.47,0.86,0.37,-0.14509927,5,1.000000
BO,20260607,46,5,6,bo_r46_005_tl120_dt149_ge36_qr92_tau89,120,149,36,0.92,0.89,270.30,91.20,220.96,83.34,358.57,0.86,0.86,0.29,0.19,0.22,0.19,0.86,0.47,0.86,0.37,-0.14509927,5,1.000000
BO,20260607,46,6,6,bo_r46_006_tl121_dt11_ge33_qr87_tau88,121,11,33,0.87,0.88,159.66,91.20,220.96,83.34,358.57,0.86,0.86,0.29,0.20,0.23,0.19,0.86,0.48,0.86,0.38,-0.14509927,5,1.000000
BO,20260607,47,1,6,bo_r47_001_tl96_dt7_ge50_qr85_tau89,96,7,50,0.85,0.89,160.08,91.20,220.90,83.54,358.26,0.86,0.86,0.28,0.19,0.22,0.19,0.86,0.49,0.86,0.37,-0.15399066,5,1.000000
BO,20260607,47,2,6,bo_r47_002_tl109_dt20_ge38_qr88_tau85,109,20,38,0.88,0.85,138.76,91.20,220.90,83.54,358.26,0.86,0.86,0.28,0.18,0.22,0.18,0.86,0.45,0.86,0.36,-0.15476227,5,0.999229
BO,20260607,47,3,6,bo_r47_003_tl111_dt141_ge44_qr82_tau90,111,141,44,0.82,0.9,233.62,91.20,220.90,83.54,358.26,0.86,0.86,0.28,0.19,0.22,0.19,0.86,0.47,0.86,0.37,-0.15399066,5,1.000000
BO,20260607,47,4,6,bo_r47_004_tl113_dt19_ge47_qr80_tau90,113,19,47,0.8,0.9,138.94,91.20,220.90,83.54,358.26,0.86,0.86,0.30,0.20,0.23,0.20,0.86,0.49,0.86,0.38,-0.15399066,5,1.000000
BO,20260607,47,5,6,bo_r47_005_tl108_dt62_ge12_qr98_tau90,108,62,12,0.98,0.9,370.61,91.20,220.90,83.54,358.26,0.84,0.84,0.26,0.17,0.21,0.18,0.84,0.45,0.84,0.35,-0.17337905,5,0.980798
BO,20260607,47,6,6,bo_r47_006_tl109_dt153_ge33_qr90_tau87,109,153,33,0.9,0.87,269.01,91.20,220.90,83.54,358.26,0.84,0.84,0.27,0.18,0.21,0.18,0.84,0.44,0.84,0.35,-0.17997704,5,0.974348
BO,20260607,48,1,6,bo_r48_001_tl85_dt77_ge39_qr100_tau88,85,77,39,1.0,0.88,294.50,91.20,220.85,82.87,358.83,0.88,0.88,0.27,0.18,0.22,0.19,0.88,0.48,0.88,0.37,-0.12621093,5,1.000000
BO,20260607,48,2,6,bo_r48_002_tl118_dt55_ge50_qr67_tau86,118,55,50,0.67,0.86,139.54,91.20,220.85,82.87,358.83,0.88,0.88,0.30,0.20,0.23,0.19,0.88,0.46,0.88,0.38,-0.12621093,5,1.000000
BO,20260607,48,3,6,bo_r48_003_tl101_dt163_ge37_qr100_tau86,101,163,37,1.0,0.86,383.33,91.20,220.85,82.87,358.83,0.87,0.87,0.27,0.18,0.21,0.18,0.87,0.46,0.87,0.36,-0.14259440,5,0.983750
BO,20260607,48,4,6,bo_r48_004_tl63_dt131_ge39_qr99_tau90,63,131,39,0.99,0.9,275.70,91.20,220.85,82.87,358.83,0.86,0.86,0.24,0.17,0.20,0.18,0.86,0.47,0.86,0.35,-0.15236389,5,0.974186
BO,20260607,48,5,6,bo_r48_005_tl55_dt39_ge46_qr86_tau88,55,39,46,0.86,0.88,110.28,91.20,220.85,82.87,358.83,0.84,0.84,0.24,0.16,0.20,0.17,0.84,0.45,0.84,0.35,-0.17297781,5,0.954310
BO,20260607,48,6,6,bo_r48_006_tl99_dt51_ge29_qr73_tau88,99,51,29,0.73,0.88,226.48,91.20,220.85,82.87,358.83,0.83,0.83,0.26,0.17,0.21,0.17,0.83,0.44,0.83,0.35,-0.18670169,5,0.941302
BO,20260607,49,1,6,bo_r49_001_tl114_dt85_ge38_qr98_tau87,114,85,38,0.98,0.87,208.97,91.20,221.22,82.08,360.35,0.91,0.91,0.30,0.20,0.24,0.20,0.91,0.51,0.91,0.39,-0.09203850,5,1.000000
BO,20260607,49,2,6,bo_r49_002_tl117_dt170_ge45_qr95_tau84,117,170,45,0.95,0.84,238.68,91.20,221.22,82.08,360.35,0.91,0.91,0.30,0.20,0.23,0.20,0.91,0.48,0.91,0.39,-0.09203850,5,1.000000
BO,20260607,49,3,6,bo_r49_003_tl122_dt99_ge46_qr60_tau89,122,99,46,0.6,0.89,303.72,91.20,221.22,82.08,360.35,0.91,0.91,0.31,0.20,0.23,0.20,0.91,0.48,0.91,0.39,-0.09203850,5,1.000000
BO,20260607,49,4,6,bo_r49_004_tl121_dt177_ge31_qr90_tau87,121,177,31,0.9,0.87,288.71,91.20,221.22,82.08,360.35,0.90,0.90,0.29,0.19,0.23,0.19,0.90,0.47,0.90,0.38,-0.10983945,5,0.982357
BO,20260607,49,5,6,bo_r49_005_tl64_dt200_ge39_qr100_tau90,64,200,39,1.0,0.9,275.70,91.20,221.22,82.08,360.35,0.88,0.88,0.24,0.17,0.21,0.18,0.88,0.48,0.88,0.36,-0.13291600,5,0.959947
BO,20260607,49,6,6,bo_r49_006_tl94_dt130_ge50_qr92_tau82,94,130,50,0.92,0.82,371.64,91.20,221.22,82.08,360.35,0.88,0.88,0.28,0.18,0.22,0.18,0.88,0.46,0.88,0.37,-0.13348740,5,0.959398
BO,20260607,50,1,6,bo_r50_001_tl94_dt10_ge34_qr77_tau90,94,10,34,0.77,0.9,154.76,91.20,222.44,82.99,361.89,0.88,0.88,0.27,0.18,0.22,0.18,0.88,0.47,0.88,0.37,-0.13183324,5,0.991366
BO,20260607,50,2,6,bo_r50_002_tl94_dt89_ge33_qr95_tau89,94,89,33,0.95,0.89,209.80,91.20,222.44,82.99,361.89,0.88,0.88,0.27,0.18,0.22,0.19,0.88,0.47,0.88,0.37,-0.12389109,5,0.999270
BO,20260607,50,3,6,bo_r50_003_tl100_dt0_ge47_qr96_tau87,100,0,47,0.96,0.87,242.84,91.20,222.44,82.99,361.89,0.88,0.88,0.30,0.20,0.23,0.20,0.88,0.50,0.88,0.39,-0.12316132,5,1.000000
BO,20260607,50,4,6,bo_r50_004_tl104_dt46_ge46_qr82_tau88,104,46,46,0.82,0.88,228.82,91.20,222.44,82.99,361.89,0.88,0.88,0.29,0.19,0.23,0.19,0.88,0.49,0.88,0.38,-0.12316132,5,1.000000
BO,20260607,50,5,6,bo_r50_005_tl108_dt130_ge44_qr85_tau89,108,130,44,0.85,0.89,233.62,91.20,222.44,82.99,361.89,0.88,0.88,0.29,0.19,0.23,0.19,0.88,0.48,0.88,0.38,-0.12316132,5,1.000000
BO,20260607,50,6,6,bo_r50_006_tl110_dt78_ge26_qr100_tau87,110,78,26,1.0,0.87,207.57,91.20,222.44,82.99,361.89,0.88,0.88,0.28,0.19,0.22,0.19,0.88,0.47,0.88,0.37,-0.12584525,5,0.997320
