edge_id,length_m,lane_count,speed_mps,priority,planned_count,actual_entered_count,zero_planned,zero_actual
233651327#4,68.86,1,13.89,3,1,0.0,False,True
233651328#0,138.17,1,13.89,3,0,0.0,True,True
233652295#2,27.33,1,13.89,3,0,0.0,True,True
238535895#0,66.7,1,13.89,3,0,0.0,True,True
238535896#2,60.54,1,13.89,3,0,0.0,True,True
238536650#0,33.1,1,13.89,3,0,0.0,True,True
239357573#19,118.33,1,13.89,3,3,0.0,False,True
243542154#2,24.84,1,13.89,3,0,0.0,True,True
243542156#1,92.73,1,13.89,3,0,0.0,True,True
243542157,54.42,1,13.89,3,4,0.0,False,True
244221646#3,227.38,1,13.89,3,0,0.0,True,True
244384770#11,33.73,3,27.78,12,112,0.0,False,True
270279684#0,8.34,1,13.89,3,0,0.0,True,True
270279686#0,48.08,1,13.89,3,0,0.0,True,True
272228340,39.28,1,13.89,3,11,0.0,False,True
272228440#0,36.53,1,13.89,3,2,0.0,False,True
272228567,22.08,1,13.89,3,0,0.0,True,True
272228670#0,164.18,1,13.89,3,0,0.0,True,True
272229589,62.08,1,13.89,3,0,0.0,True,True
272231356,17.86,1,13.89,3,0,0.0,True,True
272232099#0,61.06,1,13.89,3,1,0.0,False,True
272232099#2,248.23,1,13.89,3,1,0.0,False,True
273638833#0,10.04,1,13.89,3,0,0.0,True,True
273638833#6,76.24,1,13.89,3,0,0.0,True,True
273639040#0,94.04,1,13.89,3,0,0.0,True,True
273639055#0,27.37,1,13.89,3,5,0.0,False,True
273639766,68.13,1,13.89,3,0,0.0,True,True
273640078#0,64.96,1,13.89,3,0,0.0,True,True
273640078#2,205.7,1,13.89,3,0,0.0,True,True
273647554#0,52.24,1,13.89,3,1,0.0,False,True
273647557,145.93,1,13.89,3,0,0.0,True,True
273647638#0,28.71,1,13.89,3,0,0.0,True,True
273647638#1,10.7,1,13.89,3,0,0.0,True,True
273896133#0,78.42,1,13.89,3,0,0.0,True,True
273896156#1,19.04,1,13.89,3,0,0.0,True,True
277257944#1,37.15,1,13.89,3,0,0.0,True,True
277257944#3,189.84,1,13.89,3,2,0.0,False,True
315658896#3,70.89,1,13.89,3,0,0.0,True,True
315658896#6,21.1,1,13.89,3,0,0.0,True,True
315658896#7,7.65,1,13.89,3,0,0.0,True,True
318747850#0,31.85,1,13.89,3,0,0.0,True,True
320463177#5,45.21,1,13.89,3,0,0.0,True,True
322977650,13.69,1,13.89,3,0,0.0,True,True
327035699#0,39.35,1,13.89,3,0,0.0,True,True
327040896,58.87,1,13.89,3,2,0.0,False,True
329995227#0,30.42,1,13.89,3,1,0.0,False,True
329995227#2,45.42,1,13.89,3,0,0.0,True,True
329995231#0,36.71,1,13.89,3,0,0.0,True,True
329995231#1,36.52,1,13.89,3,0,0.0,True,True
333554714#1,45.99,2,27.78,12,0,0.0,True,True
333554716,52.11,1,22.22,7,0,0.0,True,True
333554719,125.69,2,27.78,12,3,0.0,False,True
344663909#1,44.47,1,13.89,3,190,0.0,False,True
348648522,91.63,1,13.89,4,0,0.0,True,True
37399598#3,21.52,1,27.78,11,0,0.0,True,True
37399713#0,69.08,1,27.78,11,0,0.0,True,True
37400684#0,50.7,3,27.78,12,0,0.0,True,True
37400684#1,124.09,3,27.78,12,5,0.0,False,True
37402371,12.57,2,27.78,12,3,0.0,False,True
37403503#6,18.5,4,27.78,12,0,0.0,True,True
375125205#3,64.15,1,8.33,3,0,0.0,True,True
375125205#4,64.61,1,8.33,3,0,0.0,True,True
378453707#0,211.37,8,16.67,12,0,0.0,True,True
379943301,1309.54,2,27.78,12,0,0.0,True,True
379943751,97.35,2,27.78,11,0,0.0,True,True
381226321,12.52,1,13.89,3,1,0.0,False,True
381226323,33.97,1,13.89,3,0,0.0,True,True
381226324,97.29,1,13.89,3,0,0.0,True,True
381226325,36.3,1,13.89,3,0,0.0,True,True
381447818,89.74,1,13.89,3,0,0.0,True,True
381447820,29.9,1,13.89,3,0,0.0,True,True
381447824,48.24,1,13.89,3,0,0.0,True,True
381447827,75.35,1,13.89,3,1,0.0,False,True
381447831#0,37.91,1,13.89,3,0,0.0,True,True
381447831#1,13.29,1,13.89,3,0,0.0,True,True
381447832,75.41,1,13.89,3,1,0.0,False,True
381447833#0,52.44,1,13.89,3,0,0.0,True,True
381447834#0,46.41,1,13.89,3,1,0.0,False,True
381447834#1,15.33,1,13.89,3,0,0.0,True,True
381447835#0,195.07,1,13.89,3,0,0.0,True,True
381447836#0,13.59,1,13.89,3,0,0.0,True,True
381447836#2,14.55,1,13.89,3,0,0.0,True,True
381452106#1,0.2,1,13.89,3,0,0.0,True,True
381452110,15.21,1,13.89,3,0,0.0,True,True
381452111,33.3,1,13.89,3,1,0.0,False,True
381452112,15.11,1,13.89,3,0,0.0,True,True
381452117,10.67,1,13.89,3,0,0.0,True,True
381452128,58.41,1,13.89,3,0,0.0,True,True
381452129,16.26,1,13.89,3,4,0.0,False,True
381452133,33.87,1,13.89,3,0,0.0,True,True
381452136,46.43,1,13.89,3,0,0.0,True,True
381452138#0,16.75,1,13.89,3,0,0.0,True,True
381452140#0,21.75,1,13.89,3,0,0.0,True,True
381452149#0,2.4,1,13.89,3,0,0.0,True,True
381452149#1,67.56,1,13.89,3,0,0.0,True,True
381452156#0,26.66,1,13.89,3,0,0.0,True,True
381452158,67.07,1,13.89,3,0,0.0,True,True
381452162,86.49,1,13.89,3,0,0.0,True,True
381452166#0,49.38,1,13.89,3,0,0.0,True,True
381452166#1,55.44,1,13.89,3,0,0.0,True,True
381452172,89.25,1,13.89,3,0,0.0,True,True
381452174#1,94.39,1,13.89,3,4,0.0,False,True
381452180#0,0.77,1,13.89,3,7,0.0,False,True
381452180#4,78.04,1,13.89,3,0,0.0,True,True
381452182#1,44.24,1,13.89,3,0,0.0,True,True
381452186#1,61.67,1,13.89,3,0,0.0,True,True
381453320#1,106.15,1,13.89,3,5,0.0,False,True
381453321#1,20.78,1,13.89,3,0,0.0,True,True
381453321#4,13.88,1,13.89,3,0,0.0,True,True
381453322,28.45,1,13.89,3,0,0.0,True,True
381453325#1,34.26,1,13.89,3,1,0.0,False,True
381453327,96.53,1,13.89,3,0,0.0,True,True
381453329,109.54,1,13.89,3,1,0.0,False,True
381453331,94.63,1,13.89,3,0,0.0,True,True
381453798,64.5,1,13.89,3,0,0.0,True,True
381456417#0,10.75,1,13.89,3,0,0.0,True,True
381456417#1,60.12,1,13.89,3,0,0.0,True,True
381456417#2,38.38,1,13.89,3,0,0.0,True,True
381456424#1,3.67,1,13.89,3,2,0.0,False,True
381456429,20.3,1,13.89,3,0,0.0,True,True
381456432,64.05,1,13.89,3,1,0.0,False,True
381456437,24.07,1,13.89,3,0,0.0,True,True
381456440#0,20.43,1,13.89,3,1,0.0,False,True
381456446#0,23.16,1,13.89,3,0,0.0,True,True
381456448,53.77,1,13.89,3,0,0.0,True,True
381456449,29.46,1,13.89,3,0,0.0,True,True
381456453#0,43.01,1,13.89,3,0,0.0,True,True
381456456,50.73,1,13.89,3,0,0.0,True,True
381456457#0,34.49,1,13.89,3,3,0.0,False,True
381456458,39.75,1,13.89,3,0,0.0,True,True
381456459,41.05,1,13.89,3,2,0.0,False,True
381456466#1,5.39,1,13.89,3,3,0.0,False,True
381456468#0,10.61,1,13.89,3,0,0.0,True,True
381456469#0,6.59,1,13.89,3,0,0.0,True,True
381456469#1,16.03,1,13.89,3,38,0.0,False,True
381458589#0,27.6,1,13.89,3,8,0.0,False,True
381802844#1,9.81,1,13.89,3,0,0.0,True,True
381802844#3,0.2,1,13.89,3,0,0.0,True,True
381802845#0,45.31,1,13.89,3,1,0.0,False,True
381802845#2,33.66,1,13.89,3,0,0.0,True,True
381802845#3,40.13,1,13.89,3,0,0.0,True,True
381802847#2,88.8,1,13.89,3,2,0.0,False,True
381802847#4,19.86,1,13.89,3,0,0.0,True,True
381802847#5,26.85,1,13.89,3,0,0.0,True,True
381802848#0,13.44,1,13.89,3,0,0.0,True,True
381802848#1,32.74,1,13.89,3,0,0.0,True,True
381802848#2,34.81,1,13.89,3,0,0.0,True,True
381802853,15.01,1,13.89,3,0,0.0,True,True
381802858,16.07,1,13.89,3,0,0.0,True,True
381802860#0,46.31,1,13.89,3,0,0.0,True,True
381802860#2,86.53,1,13.89,3,13,0.0,False,True
381802863,70.72,1,13.89,3,0,0.0,True,True
381802870#0,39.9,1,13.89,3,0,0.0,True,True
381802874#0,32.42,1,13.89,3,0,0.0,True,True
381802874#1,35.06,1,13.89,3,0,0.0,True,True
381802876#0,29.22,1,13.89,3,0,0.0,True,True
381802876#1,70.27,1,13.89,3,2,0.0,False,True
381802879#0,69.08,1,13.89,3,14,0.0,False,True
381802881#0,46.82,1,13.89,3,0,0.0,True,True
381802882,69.11,1,13.89,3,3,0.0,False,True
381802883#0,68.91,1,13.89,3,0,0.0,True,True
381802883#1,66.11,1,13.89,3,0,0.0,True,True
381807690#2,46.31,1,13.89,3,0,0.0,True,True
381807690#3,67.36,1,13.89,3,0,0.0,True,True
381807717#5,24.43,1,13.89,3,0,0.0,True,True
381807721#0,104.18,1,13.89,3,0,0.0,True,True
381807721#2,91.95,1,13.89,3,0,0.0,True,True
381809843#1,115.24,1,13.89,3,0,0.0,True,True
381809847,62.44,1,13.89,3,0,0.0,True,True
381809849#0,59.59,1,13.89,3,0,0.0,True,True
381809849#1,41.06,1,13.89,3,0,0.0,True,True
383097715,139.84,4,27.78,12,0,0.0,True,True
383097717,1325.22,2,27.78,12,0,0.0,True,True
383097721,134.37,4,27.78,12,0,0.0,True,True
420092887#0,81.64,1,8.33,3,3,0.0,False,True
420092887#1,117.86,1,8.33,3,0,0.0,True,True
420092888#0,76.38,1,13.89,3,2,0.0,False,True
420092889#2,21.28,1,13.89,3,0,0.0,True,True
420092889#3,24.02,1,13.89,3,0,0.0,True,True
420097204#3,46.33,1,13.89,3,1,0.0,False,True
420317538#1,141.66,1,13.89,3,1,0.0,False,True
420317538#2,132.26,1,13.89,3,0,0.0,True,True
420317540,132.48,1,13.89,3,0,0.0,True,True
420319841#6,24.76,1,13.89,3,0,0.0,True,True
420319841#7,23.89,1,13.89,3,0,0.0,True,True
420319841#8,20.34,1,13.89,3,0,0.0,True,True
420319841#9,60.5,1,13.89,3,1,0.0,False,True
420331800#0,46.76,1,8.33,3,0,0.0,True,True
420331800#3,65.96,1,8.33,3,0,0.0,True,True
420331801#0,82.24,1,8.33,3,0,0.0,True,True
420331801#1,95.37,1,8.33,3,0,0.0,True,True
420331802#1,67.5,1,13.89,3,0,0.0,True,True
420331804,68.66,1,13.89,3,0,0.0,True,True
420331806,78.29,1,13.89,3,0,0.0,True,True
420331807#1,32.64,1,13.89,3,0,0.0,True,True
420331809,32.14,1,13.89,3,0,0.0,True,True
420331811#0,35.69,1,13.89,3,0,0.0,True,True
420331811#1,48.09,1,13.89,3,2,0.0,False,True
420331813#0,32.66,1,13.89,3,0,0.0,True,True
420331820,102.63,1,13.89,3,0,0.0,True,True
420331825#4,21.61,1,13.89,3,0,0.0,True,True
420331830,66.87,1,13.89,3,0,0.0,True,True
420331834,119.11,1,13.89,3,2,0.0,False,True
420331837#1,46.33,1,13.89,3,0,0.0,True,True
420331838#0,56.29,1,13.89,3,0,0.0,True,True
420335669,55.09,1,13.89,3,0,0.0,True,True
420345569,133.82,1,13.89,3,2,0.0,False,True
420348542#0,53.66,1,13.89,3,0,0.0,True,True
420348542#1,34.72,1,13.89,3,0,0.0,True,True
420348545,120.49,1,13.89,3,0,0.0,True,True
420348553,31.2,1,13.89,3,0,0.0,True,True
420348560,109.45,1,13.89,3,0,0.0,True,True
420361205#0,127.91,1,13.89,3,0,0.0,True,True
420361206#0,89.74,1,13.89,3,0,0.0,True,True
420383143#2,51.92,1,13.89,3,0,0.0,True,True
420383144#1,60.62,1,13.89,3,0,0.0,True,True
420383145,108.55,1,13.89,3,0,0.0,True,True
420383146#0,110.66,1,13.89,3,0,0.0,True,True
420383147,42.89,1,13.89,3,0,0.0,True,True
420383150#2,7.34,1,13.89,3,0,0.0,True,True
420383150#3,10.72,1,13.89,3,2,0.0,False,True
420383152,15.97,1,13.89,3,0,0.0,True,True
420383153,32.32,1,13.89,3,0,0.0,True,True
420383161,54.61,1,13.89,3,0,0.0,True,True
420391187#0,50.71,1,13.89,3,0,0.0,True,True
420391195,78.93,1,13.89,3,0,0.0,True,True
420393496#4,5.51,1,13.89,3,0,0.0,True,True
422584938,250.13,1,22.22,10,0,0.0,True,True
422599316#1,8.78,2,27.78,12,0,0.0,True,True
464233655,55.6,1,13.89,3,1,0.0,False,True
464445691#1,54.92,1,13.89,3,1,0.0,False,True
464445691#3,43.34,1,13.89,3,0,0.0,True,True
464459665,26.97,1,13.89,3,0,0.0,True,True
464459667,43.96,1,13.89,3,0,0.0,True,True
464461045,136.35,1,13.89,3,0,0.0,True,True
464461046,109.52,1,13.89,3,0,0.0,True,True
464461049#0,49.47,1,13.89,3,0,0.0,True,True
464461051,14.0,1,13.89,3,0,0.0,True,True
464461052#0,29.81,1,13.89,3,0,0.0,True,True
464461063,93.06,1,13.89,3,0,0.0,True,True
469260694#0,92.0,2,27.78,11,0,0.0,True,True
516388936#3,139.59,2,27.78,12,10,0.0,False,True
516948900#7,26.23,1,27.78,11,8,0.0,False,True
517641026#2,74.83,1,27.78,11,0,0.0,True,True
517706841#4,31.66,2,27.78,12,0,0.0,True,True
519060522#7,76.67,1,8.33,3,0,0.0,True,True
578313749#0,29.65,3,16.67,12,7,0.0,False,True
585341907#0,16.16,2,27.78,12,2,0.0,False,True
601902513#0,75.16,1,13.89,3,1,0.0,False,True
628816140#0,232.91,1,13.89,3,7,0.0,False,True
631259843,36.12,1,13.89,3,0,0.0,True,True
631259844,31.61,1,13.89,3,0,0.0,True,True
651696631#0,88.76,1,13.89,3,0,0.0,True,True
651818430#0,34.97,1,13.89,3,0,0.0,True,True
651818430#2,124.06,1,13.89,3,0,0.0,True,True
656122990,21.86,1,13.89,3,1,0.0,False,True
665006921,21.35,1,13.89,3,0,0.0,True,True
669061318,78.01,1,13.89,3,0,0.0,True,True
732213463#0,195.35,2,27.78,12,0,0.0,True,True
732213463#4,26.2,2,27.78,12,0,0.0,True,True
732213463#5,225.62,2,27.78,12,2,0.0,False,True
73550863#0,107.76,1,13.89,3,0,0.0,True,True
73550863#2,70.62,1,13.89,3,1,0.0,False,True
73550864#0,148.52,1,13.89,3,0,0.0,True,True
767524334#0,28.43,1,13.89,3,0,0.0,True,True
767654645#0,59.46,1,13.89,3,0,0.0,True,True
767654646,39.01,1,22.22,7,0,0.0,True,True
769110722,240.88,1,13.89,3,0,0.0,True,True
769488211,37.55,1,13.89,3,0,0.0,True,True
770860542#0,69.93,1,13.89,3,3,0.0,False,True
770890587,29.34,2,27.78,12,0,0.0,True,True
770890592#0,39.17,1,22.22,7,0,0.0,True,True
771678026,24.99,1,13.89,3,0,0.0,True,True
772279128#5,79.57,1,13.89,3,0,0.0,True,True
772527390#3,0.2,1,13.89,3,0,0.0,True,True
772873184,30.22,1,13.89,3,0,0.0,True,True
773066532#5,236.73,8,27.78,12,0,0.0,True,True
776781838,21.29,1,13.89,3,0,0.0,True,True
777422408,34.84,1,13.89,3,0,0.0,True,True
782892492#1,33.65,1,22.22,7,1,0.0,False,True
785130601#1,63.14,1,13.89,3,2,0.0,False,True
788296723#0,104.48,1,13.89,3,1,0.0,False,True
821108006#1,29.48,1,13.89,3,0,0.0,True,True
870977308#0,31.96,1,13.89,3,0,0.0,True,True
870977309,130.35,1,8.33,3,0,0.0,True,True
870977311,92.3,1,13.89,3,0,0.0,True,True
892932178#0,45.2,1,13.89,3,0,0.0,True,True
908646367#0,94.99,2,27.78,12,0,0.0,True,True
908694578#2,87.79,2,27.78,12,0,0.0,True,True
908694578#3,92.71,2,27.78,12,0,0.0,True,True
911522751#1,78.77,2,22.22,10,0,0.0,True,True
911522751#2,19.64,2,22.22,10,0,0.0,True,True
913372757,2.5,1,22.22,7,0,0.0,True,True
913392928#0,13.17,1,22.22,7,0,0.0,True,True
913392928#1,0.2,1,22.22,7,0,0.0,True,True
913405361,63.75,1,13.89,3,0,0.0,True,True
913525284,10.28,1,22.22,7,0,0.0,True,True
913694024#0,53.08,1,22.22,7,0,0.0,True,True
913833410,54.13,1,22.22,7,0,0.0,True,True
913835755#0,12.31,1,22.22,7,0,0.0,True,True
913836406#0,11.53,1,22.22,7,1,0.0,False,True
913839558#2,63.91,1,13.89,3,0,0.0,True,True
914660214#0,13.17,1,13.89,3,1,0.0,False,True
914660214#1,47.09,1,13.89,3,0,0.0,True,True
955312947#1,71.83,1,13.89,3,0,0.0,True,True
