edge_id,actual_entered_count,actual_left_count,actual_screenline_count,sampled_seconds
117784421#1,0.0,0.0,0.0,0.0
117784421#2,0.0,0.0,0.0,0.0
117784421#3,0.0,0.0,0.0,0.0
117784421#4,0.0,2.0,2.0,315.99
117784422,1.0,1.0,1.0,6.58
117784423#0,0.0,0.0,0.0,0.0
117914343#0,56.0,77.0,77.0,187.37
117914343#1,44.0,45.0,45.0,40.2
117914343#2,34.0,35.0,35.0,129.38
117914344#1,9.0,9.0,9.0,43.5
117914344#2,4.0,4.0,4.0,17.12
117914345#0,12.0,0.0,12.0,38.88
117914345#1,0.0,0.0,0.0,0.0
117914345#2,0.0,0.0,0.0,0.0
117914345#3,0.0,0.0,0.0,0.0
117914345#4,0.0,1.0,1.0,20.73
117914348#0,2.0,1.0,2.0,11.76
117914348#1,2.0,3.0,3.0,6.18
117914348#3,4.0,7.0,7.0,27.87
117914348#4,21.0,21.0,21.0,384.07
117914351#0,0.0,1.0,1.0,4.4
117914351#2,0.0,0.0,0.0,0.0
117914352#0,2.0,2.0,2.0,9.36
117914352#1,0.0,0.0,0.0,0.0
117914353#0,9.0,8.0,9.0,26.1
117914353#1,8.0,8.0,8.0,13.43
117914353#2,8.0,7.0,8.0,36.82
117914354,57.0,64.0,64.0,715.04
117914840,15.0,7.0,15.0,166.92
117914842#0,2.0,3.0,3.0,24.87
117914842#2,6.0,6.0,6.0,32.48
117914842#3,19.0,19.0,19.0,90.26
117914842#4,18.0,23.0,23.0,136.97
117914842#7,19.0,25.0,25.0,361.25
117914842#9,38.0,38.0,38.0,31265.49
117914844,1.0,3.0,3.0,22.43
117914847#0,3.0,1.0,3.0,17.96
117914847#1,3.0,4.0,4.0,28.5
117914848#0,1.0,1.0,1.0,9.15
117914848#3,6.0,8.0,8.0,21.1
117914848#4,8.0,8.0,8.0,12.47
117914848#5,8.0,7.0,8.0,14.14
117914848#6,9.0,9.0,9.0,11.28
117914848#7,9.0,9.0,9.0,635.36
117914849#0,463.0,455.0,463.0,5291.99
117914849#1,453.0,467.0,467.0,29509.02
1205679413,4.0,3.0,4.0,16.96
1205679414,11.0,13.0,13.0,22.08
1205679415,3.0,0.0,3.0,3.64
1205679418#0,13.0,13.0,13.0,20.56
1205679418#1,13.0,19.0,19.0,71.19
1205679418#11,68.0,72.0,72.0,8705.45
1205679418#14,3.0,3.0,3.0,11.59
1205679418#2,20.0,20.0,20.0,63.5
1205679418#3,15.0,15.0,15.0,28.66
1205679418#4,14.0,19.0,19.0,59.47
1205679418#5,17.0,17.0,17.0,37.14
1205679418#6,16.0,16.0,16.0,47.91
1205679418#8,16.0,17.0,17.0,541.6
1206223939,62.0,67.0,67.0,825.98
1206223940,87.0,85.0,87.0,1266.91
1206223943,90.0,89.0,90.0,9028.24
1206223944,166.0,82.0,166.0,1234.66
1206223945,23.0,22.0,23.0,14005.98
1206223946#0,182.0,189.0,189.0,583.47
1206223947,14.0,14.0,14.0,2471.8
1212424782#0,52.0,48.0,52.0,929.5
1212424783#0,123.0,99.0,123.0,692.66
1212424783#1,101.0,101.0,101.0,225.16
1212424783#2,101.0,100.0,101.0,126.22
1212424783#3,97.0,99.0,99.0,533.22
1212424784,15.0,15.0,15.0,9.22
1212424785#0,18.0,18.0,18.0,367.82
1212424791#0,19.0,18.0,19.0,86.26
1212424791#2,211.0,212.0,212.0,2762.73
1212424791#7,214.0,213.0,214.0,2144.0
1212424791#8,214.0,214.0,214.0,4381.57
1274416500,13.0,14.0,14.0,90.38
1279010544#0,193.0,181.0,193.0,965.64
1283636934#1,5.0,0.0,5.0,49.41
1283636940#0,13.0,11.0,13.0,60.57
1283636940#1,12.0,12.0,12.0,13.86
1283637455,7.0,5.0,7.0,11.44
1283637457,3.0,3.0,3.0,10.21
1283637467,3.0,6.0,6.0,119.61
1283637468#0,3.0,3.0,3.0,7.67
1283637469#0,0.0,0.0,0.0,0.0
1283637469#5,2.0,3.0,3.0,18.33
1283637470#0,6.0,6.0,6.0,21.08
1283637470#2,0.0,1.0,1.0,3.78
1283637484,0.0,0.0,0.0,0.0
1283637487,0.0,0.0,0.0,0.0
1305791485#0,0.0,0.0,0.0,0.0
1339655667#0,41.0,40.0,41.0,144.96
1339655670#1,0.0,1.0,1.0,8.42
1339697074#0,52.0,52.0,52.0,46.77
1339697074#1,71.0,71.0,71.0,252.51
1339697075#0,67.0,67.0,67.0,87.02
1339697075#1,67.0,67.0,67.0,587.89
1339697076#0,31.0,31.0,31.0,89.76
1339697076#1,31.0,31.0,31.0,71.09
135131177,0.0,49.0,49.0,3122.32
135131180#0,49.0,114.0,114.0,1188.75
135131180#2,111.0,109.0,111.0,106.28
135131181,131.0,130.0,131.0,1843.82
1379887973#0,20.0,19.0,20.0,17.28
1380482780,1.0,0.0,1.0,2.87
1380857657#0,1.0,1.0,1.0,9.61
1380857657#1,1.0,1.0,1.0,1.41
1380857658,0.0,0.0,0.0,0.0
1381133418,6.0,2.0,6.0,46.58
1384048167,0.0,2.0,2.0,6.39
1395426737#0,4.0,3.0,4.0,15.38
1395426737#1,1.0,0.0,1.0,0.54
1395426738#0,3.0,1.0,3.0,10.2
1424068313#1,165.0,164.0,165.0,2290.62
1424068314#4,0.0,2.0,2.0,12.22
1455497343#0,102.0,102.0,102.0,433.58
1455497343#1,101.0,100.0,101.0,773.14
1455497343#2,64.0,64.0,64.0,183.43
1455497343#3,61.0,60.0,61.0,288.7
1455497343#4,39.0,39.0,39.0,228.93
1455497345,847.0,765.0,847.0,205860.13
1455512066,35.0,34.0,35.0,375.88
1455512067,67.0,66.0,67.0,7928.01
1455512069,34.0,36.0,36.0,211.99
1455512070,45.0,45.0,45.0,204.04
1455512071,23.0,23.0,23.0,3932.4
1455512074,24.0,23.0,24.0,23.39
1455518726,577.0,576.0,577.0,1604.36
1455518727#0,46.0,46.0,46.0,314.81
1455518727#1,42.0,42.0,42.0,147.59
1455518728,20.0,19.0,20.0,3405.12
1455518729#0,577.0,578.0,578.0,9912.28
1455518729#1,577.0,576.0,577.0,5701.71
1455518729#2,581.0,599.0,599.0,2853.38
1455518729#4,589.0,587.0,589.0,3745.73
1455518729#5,573.0,572.0,573.0,1576.37
1455518729#6,574.0,574.0,574.0,4200.86
1455518729#7,570.0,569.0,570.0,2975.51
1455524944,35.0,35.0,35.0,66.36
1455524945,35.0,34.0,35.0,40.03
1455524947#1,0.0,1.0,1.0,11.01
1455524947#2,1.0,2.0,2.0,7.13
1455524948,15.0,14.0,15.0,46.15
1455524949#0,33.0,33.0,33.0,311.83
1455524949#2,35.0,40.0,40.0,166.82
1455524949#3,40.0,41.0,41.0,239.18
1455524949#4,43.0,43.0,43.0,185.44
1455524949#5,43.0,42.0,43.0,126.27
1455524949#6,25.0,25.0,25.0,74.59
1455524950#0,17.0,17.0,17.0,93.22
1455524951#0,42.0,42.0,42.0,376.35
1455524951#2,37.0,37.0,37.0,14.34
1455524951#3,34.0,34.0,34.0,223.32
1455524951#6,34.0,33.0,34.0,74.99
1455524951#7,32.0,30.0,32.0,698.06
1455524953,3.0,3.0,3.0,8.09
1455526421,17.0,16.0,17.0,16.94
1455526422,16.0,16.0,16.0,20.91
1455526425#0,16.0,16.0,16.0,48.8
1455526426#0,105.0,105.0,105.0,471.75
1455526427#2,36.0,35.0,36.0,382.29
1455526427#3,1.0,1.0,1.0,1.26
1455527229,0.0,0.0,0.0,0.0
1456115789,134.0,135.0,135.0,57.3
1456115790#0,3.0,23.0,23.0,299.44
1456115790#8,21.0,22.0,22.0,377.46
1456115796,1.0,1.0,1.0,9.48
1456115800,139.0,141.0,141.0,4171.97
1456115801#0,135.0,129.0,135.0,26859.09
1456115801#3,116.0,122.0,122.0,7475.3
1456115801#5,139.0,131.0,139.0,7290.37
1456115801#6,136.0,131.0,136.0,71284.55
1456115801#7,137.0,131.0,137.0,16016.59
1456115804#0,14.0,15.0,15.0,75.59
1456115804#1,15.0,15.0,15.0,14.12
1456115804#2,14.0,15.0,15.0,102.09
1456115804#3,17.0,17.0,17.0,60.99
1456115805,2.0,5.0,5.0,67.68
1456115806#0,8.0,6.0,8.0,14.23
1456115806#2,6.0,6.0,6.0,15.24
1465558140,63.0,60.0,63.0,3993.5
1465558143,62.0,63.0,63.0,5585.59
1465558144,63.0,63.0,63.0,23924.02
1465558145,56.0,57.0,57.0,536.27
1465558146#0,36.0,35.0,36.0,9.58
1465558146#1,35.0,35.0,35.0,8.95
1465558147,0.0,0.0,0.0,0.0
1467498054,206.0,206.0,206.0,55904.26
1473526512,30.0,30.0,30.0,80.05
1499619437,105.0,108.0,108.0,1514.49
1499619438#0,772.0,769.0,772.0,16549.65
1499619439#0,24.0,21.0,24.0,96.26
1499619439#1,26.0,28.0,28.0,42.11
1499619439#2,14.0,14.0,14.0,17.16
1499619439#3,4.0,0.0,4.0,30.18
1499619440#2,0.0,4.0,4.0,26.35
1499619440#3,17.0,19.0,19.0,116.9
1499619440#4,34.0,35.0,35.0,81.45
1499619440#5,35.0,35.0,35.0,925.89
1499619442,59.0,62.0,62.0,2851.66
1499619443#4,39.0,39.0,39.0,468.96
1499619443#8,92.0,104.0,104.0,2475.34
1499619443#9,108.0,108.0,108.0,2295.15
1499619445#2,70.0,70.0,70.0,1070.91
1499619446#0,252.0,252.0,252.0,3272.83
1499619447#0,257.0,257.0,257.0,974.76
1499619447#1,257.0,257.0,257.0,7411.01
1499619449#0,252.0,252.0,252.0,2423.97
1499619449#2,251.0,257.0,257.0,765.87
1501824266,164.0,159.0,164.0,76078.22
1506939325#7,0.0,1.0,1.0,6.41
1506939325#9,5.0,1.0,5.0,8.43
156570776,0.0,0.0,0.0,0.0
170207582#0,6.0,6.0,6.0,11.9
170207582#1,6.0,5.0,6.0,334.19
170207585#0,2.0,1.0,2.0,11.44
170207585#1,1.0,0.0,1.0,4.74
170207585#2,1.0,0.0,1.0,3.14
170207591#0,1.0,1.0,1.0,6.99
170207591#1,2.0,3.0,3.0,20.14
170403779,3.0,5.0,5.0,28.68
170403787#0,9.0,9.0,9.0,20.79
170403787#1,38.0,38.0,38.0,305.41
170403791#0,1.0,1.0,1.0,23.89
170403792,0.0,0.0,0.0,0.0
170403804#0,1.0,0.0,1.0,9.81
170403805,0.0,0.0,0.0,0.0
170403810#1,0.0,0.0,0.0,0.0
170403814#0,2.0,0.0,2.0,38.92
170403818#0,2.0,1.0,2.0,6.19
170403818#2,1.0,1.0,1.0,3.05
170403818#3,2.0,1.0,2.0,9.7
170403818#6,0.0,0.0,0.0,0.0
170403826#3,0.0,0.0,0.0,0.0
170403831#0,0.0,0.0,0.0,0.0
174870621#0,94.0,95.0,95.0,294.89
174870621#1,89.0,90.0,90.0,316.4
174870621#4,54.0,53.0,54.0,120.69
174870621#6,53.0,53.0,53.0,107.37
174870621#8,51.0,51.0,51.0,134.2
174870621#9,48.0,46.0,48.0,153.55
176728949#0,2.0,5.0,5.0,89.51
176728950#0,54.0,51.0,54.0,421.57
176728950#1,57.0,59.0,59.0,364.72
176728951#0,0.0,10.0,10.0,96.14
176728951#1,4.0,13.0,13.0,56.48
176728951#2,10.0,9.0,10.0,144.91
176728952#0,12.0,9.0,12.0,69.91
176728952#1,5.0,3.0,5.0,21.82
176728952#4,1.0,4.0,4.0,69.67
176728954,0.0,1.0,1.0,12.26
176728955#0,27.0,30.0,30.0,351.14
176728955#2,24.0,29.0,29.0,173.59
176728955#3,18.0,18.0,18.0,142.62
176728955#5,32.0,32.0,32.0,97.59
176728955#7,28.0,31.0,31.0,169.73
176728955#8,45.0,45.0,45.0,614.43
176728956#2,0.0,4.0,4.0,135.1
180368915#0,138.0,138.0,138.0,106.1
180368915#1,127.0,128.0,128.0,137.75
180368915#2,171.0,173.0,173.0,862.22
180368915#3,172.0,170.0,172.0,7385.12
180368918#0,279.0,244.0,279.0,85395.38
180368918#3,282.0,246.0,282.0,52279.96
180368918#5,284.0,240.0,284.0,30065.13
180368918#6,285.0,276.0,285.0,39936.28
180368918#7,293.0,277.0,293.0,96217.37
180368918#8,262.0,229.0,262.0,32994.95
183272309#0,97.0,97.0,97.0,724.21
183272309#1,96.0,95.0,96.0,417.12
183272309#10,8.0,10.0,10.0,19.95
183272309#12,6.0,5.0,6.0,38.56
183272309#3,89.0,89.0,89.0,138.36
183272309#4,78.0,77.0,78.0,123.86
183272309#6,57.0,56.0,57.0,864.14
183272309#7,35.0,34.0,35.0,103.88
183272309#8,30.0,30.0,30.0,43.54
183272309#9,24.0,24.0,24.0,70.58
183272313#0,0.0,0.0,0.0,0.0
183272314#2,0.0,1.0,1.0,9.4
183272383,26.0,26.0,26.0,20.51
183272387#0,2.0,2.0,2.0,14.82
183272574#0,9.0,10.0,10.0,289.91
183272579#0,2.0,5.0,5.0,323.15
183272579#1,0.0,0.0,0.0,0.0
183272579#2,1.0,0.0,1.0,2.4
183272579#3,5.0,4.0,5.0,11.86
183272579#4,4.0,1.0,4.0,3.32
183272579#5,4.0,4.0,4.0,6.82
183272579#6,7.0,5.0,7.0,24.36
183272579#7,7.0,7.0,7.0,4577.13
183272580#0,2.0,3.0,3.0,13.33
183272584#0,18.0,17.0,18.0,12626.68
183272587,569.0,567.0,569.0,8500.56
183272604,97.0,97.0,97.0,206.49
183272613#0,11.0,14.0,14.0,382.03
183272621,255.0,255.0,255.0,1704.05
183272625#0,36.0,26.0,36.0,834.23
183272625#3,11.0,11.0,11.0,25.09
183272625#4,11.0,11.0,11.0,30.44
183272647,76.0,76.0,76.0,49612.0
183272654,89.0,77.0,89.0,243.44
183272713#0,27.0,34.0,34.0,15441.88
183521074#0,4.0,1.0,4.0,16.94
183521074#2,1.0,0.0,1.0,2.67
183521074#3,2.0,3.0,3.0,7.66
184083104#0,2.0,3.0,3.0,34.94
184083104#6,0.0,0.0,0.0,0.0
184083106,11.0,10.0,11.0,253.65
184083172,0.0,1.0,1.0,7.01
184083174,0.0,0.0,0.0,0.0
184083175,49.0,49.0,49.0,517.84
184083181#0,19.0,23.0,23.0,258.05
184083181#1,20.0,22.0,22.0,48.27
184083181#3,22.0,21.0,22.0,19.37
184083181#4,23.0,27.0,27.0,84.97
184083181#6,26.0,27.0,27.0,156.93
184083181#7,30.0,36.0,36.0,182.83
184083183#0,8.0,7.0,8.0,50.23
184083183#1,5.0,6.0,6.0,46.87
184083183#2,5.0,5.0,5.0,7.03
184083183#3,5.0,6.0,6.0,15.9
184083183#5,6.0,7.0,7.0,28.54
184083183#6,8.0,8.0,8.0,101.5
184083187#0,37.0,35.0,37.0,121.89
184083187#1,38.0,39.0,39.0,231.06
184083187#2,51.0,51.0,51.0,8515.64
184083187#3,148.0,147.0,148.0,23885.76
184083187#4,155.0,139.0,155.0,13732.14
184083187#5,146.0,134.0,146.0,2592.82
184083191#1,35.0,8.0,35.0,87.03
184083252,116.0,115.0,116.0,4323.38
198564925#0,206.0,208.0,208.0,1059.81
198564925#1,199.0,200.0,200.0,3788.85
198564925#2,197.0,197.0,197.0,46239.65
198564925#4,199.0,193.0,199.0,51120.74
198564925#5,195.0,198.0,198.0,6798.98
198564926,82.0,83.0,83.0,409.83
198564928#0,83.0,80.0,83.0,2478.32
198564928#10,611.0,611.0,611.0,11640.07
198564928#11,607.0,607.0,607.0,15507.22
198564928#12,604.0,604.0,604.0,7203.61
198564928#13,603.0,605.0,605.0,1923.18
198564928#14,603.0,603.0,603.0,17802.6
198564928#15,609.0,609.0,609.0,229.48
198564928#16,609.0,609.0,609.0,13094.14
198564928#17,607.0,607.0,607.0,2984.5
198564928#18,619.0,620.0,620.0,12378.77
198564928#19,626.0,626.0,626.0,29081.62
198564928#21,625.0,624.0,625.0,22490.52
198564928#22,624.0,624.0,624.0,5799.14
198564928#23,631.0,636.0,636.0,2622.02
198564928#24,636.0,636.0,636.0,4354.46
198564928#25,618.0,618.0,618.0,284.59
198564928#26,602.0,602.0,602.0,15318.74
198564928#27,609.0,609.0,609.0,18953.14
198564928#28,610.0,610.0,610.0,14157.2
198564928#5,216.0,215.0,216.0,14572.53
198564928#6,218.0,218.0,218.0,17305.69
198564928#7,216.0,216.0,216.0,19756.52
198564928#8,215.0,214.0,215.0,10239.11
198564929#0,104.0,104.0,104.0,628.94
198564929#2,101.0,106.0,106.0,385.49
198564929#3,99.0,97.0,99.0,550.89
198564929#5,99.0,101.0,101.0,1791.2
198564930,160.0,157.0,160.0,987.32
198564931,5.0,5.0,5.0,36.67
198564932,166.0,166.0,166.0,855.99
198564933,165.0,162.0,165.0,286.29
198564934#0,77.0,75.0,77.0,10221.44
198564934#1,75.0,77.0,77.0,3200.72
198564935#0,161.0,159.0,161.0,4296.76
198566324#0,35.0,32.0,35.0,2513.66
198691053#0,2.0,3.0,3.0,23.66
198691055#0,4.0,4.0,4.0,3.0
198691055#1,4.0,5.0,5.0,6.73
198691056#0,0.0,1.0,1.0,3.89
198691056#1,0.0,31.0,31.0,211.87
198691056#3,1.0,1.0,1.0,8.71
198691057#0,0.0,0.0,0.0,0.0
198691059,2.0,0.0,2.0,3.26
198691060,9.0,6.0,9.0,79.28
198691061#0,13.0,11.0,13.0,96.7
198691061#1,43.0,45.0,45.0,266.18
198691061#2,15.0,17.0,17.0,119.14
198691061#3,17.0,18.0,18.0,16.13
198691061#4,17.0,22.0,22.0,107.9
198691061#6,27.0,28.0,28.0,139.13
198691062#0,0.0,1.0,1.0,8.94
198691062#1,1.0,0.0,1.0,6.05
198691063#0,2.0,0.0,2.0,14.02
198691065#0,4.0,5.0,5.0,35.17
198691065#1,9.0,14.0,14.0,137.96
198691065#2,15.0,15.0,15.0,2362.9
198691066,5.0,4.0,5.0,42.92
198691067#0,58.0,63.0,63.0,464.24
198691067#2,62.0,62.0,62.0,3641.94
198691068,5.0,9.0,9.0,66.57
198691069#0,0.0,1.0,1.0,15.91
198691069#6,7.0,7.0,7.0,58.85
198691069#7,6.0,6.0,6.0,548.76
198691070#0,0.0,0.0,0.0,0.0
198691070#1,1.0,3.0,3.0,9.54
198691070#3,4.0,4.0,4.0,26.27
198691071#0,30.0,31.0,31.0,112.33
198691071#1,32.0,32.0,32.0,235.9
198691072#0,4.0,3.0,4.0,11.75
198691072#1,3.0,3.0,3.0,9.36
198691073#1,1.0,1.0,1.0,7.25
198691073#2,7.0,7.0,7.0,20.36
198691073#3,6.0,4.0,6.0,86.27
198691075#0,1.0,1.0,1.0,3.78
198691076#0,30.0,31.0,31.0,202.14
198691076#1,51.0,54.0,54.0,72.4
198691076#2,52.0,55.0,55.0,1091.95
198691077#0,31.0,32.0,32.0,30.73
198691077#1,32.0,34.0,34.0,356.37
198691077#11,66.0,61.0,66.0,3446.23
198691077#14,68.0,63.0,68.0,6729.06
198691077#15,60.0,60.0,60.0,561.95
198691077#3,32.0,32.0,32.0,93.79
198691077#4,32.0,31.0,32.0,115.2
198691077#6,28.0,26.0,28.0,193.96
198691077#7,56.0,57.0,57.0,717.14
198691077#9,63.0,60.0,63.0,1658.41
198691078#0,3.0,2.0,3.0,18.32
198691078#1,2.0,2.0,2.0,4.13
198691078#2,2.0,3.0,3.0,8.62
198691078#3,3.0,2.0,3.0,50.79
198691079#0,9.0,8.0,9.0,56.75
198691079#1,9.0,10.0,10.0,49.41
198691079#2,4.0,20.0,20.0,168.51
198691079#3,0.0,1.0,1.0,8.23
198691080#0,2.0,3.0,3.0,4.54
198691080#1,2.0,2.0,2.0,4.57
198691080#2,2.0,2.0,2.0,7.47
198691081,1.0,2.0,2.0,24.53
198691082#0,47.0,46.0,47.0,254.06
198691082#3,44.0,40.0,44.0,183.59
198691082#4,40.0,40.0,40.0,224.79
198691082#5,41.0,41.0,41.0,267.82
198691082#6,9.0,8.0,9.0,69.3
198691083,3.0,4.0,4.0,24.55
198691084,4.0,0.0,4.0,16.79
198691085#0,17.0,17.0,17.0,89.96
198691085#1,16.0,14.0,16.0,78.72
198691085#2,11.0,11.0,11.0,60.14
198691085#3,8.0,8.0,8.0,33.74
198691086#0,1.0,0.0,1.0,10.48
198691086#3,7.0,6.0,7.0,1270.4
198691087#0,1.0,0.0,1.0,7.04
198691088,2.0,0.0,2.0,8.65
198691090,6.0,6.0,6.0,17.46
198691091,1.0,0.0,1.0,5.88
198691092#0,4.0,15.0,15.0,97.13
198691092#1,15.0,16.0,16.0,29.9
198691092#2,13.0,13.0,13.0,57.49
198691092#3,15.0,16.0,16.0,122.73
198691092#4,20.0,18.0,20.0,78.68
198691092#5,22.0,23.0,23.0,3092.84
198691093,0.0,0.0,0.0,0.0
198691704#0,53.0,54.0,54.0,5957.04
198691704#2,59.0,68.0,68.0,10937.96
215843535#2,0.0,0.0,0.0,0.0
215843535#4,2.0,3.0,3.0,118.38
218662402#0,472.0,468.0,472.0,91549.9
218684408#0,2.0,1.0,2.0,13.3
218684408#2,1.0,1.0,1.0,1.29
218684408#3,1.0,1.0,1.0,1.36
218684408#5,1.0,0.0,1.0,2.49
218684411#0,8.0,7.0,8.0,27.11
218684411#2,3.0,3.0,3.0,7.1
218684411#3,0.0,0.0,0.0,0.0
218684411#4,0.0,0.0,0.0,0.0
218769254#0,112.0,111.0,112.0,217.24
218769254#1,108.0,108.0,108.0,302.78
218769254#3,112.0,112.0,112.0,3393.55
218769257,4.0,5.0,5.0,16.29
218771978#1,0.0,0.0,0.0,0.0
218771978#2,3.0,3.0,3.0,29.23
218771978#3,2.0,2.0,2.0,6.81
218771978#5,2.0,1.0,2.0,6.24
218771978#6,1.0,1.0,1.0,4.68
218773868#0,518.0,477.0,518.0,31083.49
218773868#2,521.0,481.0,521.0,84692.73
218773868#3,512.0,462.0,512.0,42889.87
218773868#4,564.0,518.0,564.0,117776.56
218773868#5,588.0,550.0,588.0,95277.11
218773868#6,589.0,524.0,589.0,17163.18
218773869#1,844.0,766.0,844.0,86678.5
218773869#3,881.0,792.0,881.0,68536.76
218773869#4,880.0,795.0,880.0,104525.84
218773869#5,884.0,803.0,884.0,81905.25
218773869#6,885.0,786.0,885.0,197913.79
218773869#7,908.0,826.0,908.0,140567.16
218773869#8,908.0,822.0,908.0,72723.78
218915132#0,18.0,17.0,18.0,38.29
218915132#1,12.0,11.0,12.0,6.21
218915133#0,139.0,128.0,139.0,37479.82
218915133#2,134.0,133.0,134.0,51920.89
218915133#3,134.0,126.0,134.0,8061.71
218915135#3,212.0,211.0,212.0,1030.96
218915135#4,208.0,208.0,208.0,496.93
218923153,2.0,3.0,3.0,3.53
218923160#0,156.0,157.0,157.0,4388.4
218923160#4,157.0,157.0,157.0,1819.81
218923171#0,49.0,50.0,50.0,79.54
218923171#2,67.0,68.0,68.0,139.7
218923171#4,68.0,71.0,71.0,267.79
218923171#5,70.0,71.0,71.0,101.94
218923178#0,3.0,4.0,4.0,9.87
218923178#2,5.0,5.0,5.0,27.34
218923178#4,2.0,2.0,2.0,9.06
218923178#7,2.0,18.0,18.0,11706.06
218923184,6.0,4.0,6.0,18.68
218923188#0,140.0,138.0,140.0,258.89
218923188#1,138.0,139.0,139.0,523.04
218923188#2,132.0,135.0,135.0,1455.42
218923188#4,163.0,164.0,164.0,584.46
218924602#0,220.0,218.0,220.0,1011.71
218924602#2,218.0,221.0,221.0,1014.45
218924602#4,215.0,215.0,215.0,243.47
218924602#6,225.0,219.0,225.0,392.52
218924602#7,219.0,218.0,219.0,78.37
218924602#8,219.0,220.0,220.0,2160.62
218926711#0,136.0,120.0,136.0,26596.11
218926711#1,138.0,149.0,149.0,14259.4
218926711#2,167.0,153.0,167.0,41885.04
218926711#4,278.0,231.0,278.0,38349.71
218926711#6,277.0,279.0,279.0,71845.23
218960891#0,1.0,1.0,1.0,6.4
218960891#1,1.0,1.0,1.0,9.61
218960895#0,1.0,0.0,1.0,4.26
218960897,28.0,30.0,30.0,30.89
218974503#0,169.0,164.0,169.0,462.58
218974503#1,164.0,162.0,164.0,17190.06
218974503#3,115.0,112.0,115.0,16004.39
218974503#5,112.0,110.0,112.0,5889.21
218974504#1,105.0,103.0,105.0,123.72
218974504#2,103.0,104.0,104.0,908.94
218974504#3,98.0,96.0,98.0,642.51
218974504#4,107.0,107.0,107.0,595.19
218974504#5,102.0,107.0,107.0,418.73
219096264,156.0,157.0,157.0,2047.47
219096265,41.0,38.0,41.0,127.81
219696191#0,1.0,4.0,4.0,38.16
219696192#0,486.0,486.0,486.0,36927.75
219696192#4,485.0,485.0,485.0,14534.67
219696192#5,458.0,458.0,458.0,66486.46
219696192#7,175.0,176.0,176.0,818.16
219696192#9,191.0,191.0,191.0,740.78
219696193#0,941.0,843.0,941.0,32633.95
219696193#1,941.0,844.0,941.0,166985.17
219696193#2,938.0,882.0,938.0,103076.96
220028617,1.0,0.0,1.0,12.01
223296642,16.0,20.0,20.0,119.14
223418965#1,1.0,0.0,1.0,5.7
223418965#10,4.0,4.0,4.0,50.76
223418965#14,4.0,3.0,4.0,11.01
223418965#15,0.0,0.0,0.0,0.0
223418965#16,0.0,0.0,0.0,0.0
223418965#2,1.0,1.0,1.0,6.68
223418965#3,3.0,3.0,3.0,14.56
223418965#5,9.0,9.0,9.0,56.74
228795463#0,2.0,0.0,2.0,13.96
228795463#3,0.0,0.0,0.0,0.0
228795463#4,2.0,3.0,3.0,82.93
228795465,2.0,0.0,2.0,15.31
228795467#0,17.0,17.0,17.0,114.68
228795467#1,9.0,3.0,9.0,100.56
228795468#0,0.0,0.0,0.0,0.0
228795468#1,6.0,4.0,6.0,35.03
228795468#2,4.0,4.0,4.0,14.3
228795468#3,0.0,0.0,0.0,0.0
228795471,3.0,3.0,3.0,7.13
228795472#0,0.0,1.0,1.0,10.23
228795472#1,1.0,0.0,1.0,6.69
228795472#2,2.0,2.0,2.0,3.88
228795474#0,4.0,0.0,4.0,26.75
228795474#1,0.0,0.0,0.0,0.0
228795475,1.0,0.0,1.0,11.18
228795477#0,0.0,0.0,0.0,0.0
228795477#2,0.0,0.0,0.0,0.0
228795477#3,0.0,0.0,0.0,0.0
228795477#5,4.0,2.0,4.0,6.91
228795477#6,2.0,2.0,2.0,7.58
228795477#7,2.0,1.0,2.0,9.21
228795477#8,0.0,0.0,0.0,0.0
228795478#0,0.0,0.0,0.0,0.0
228795478#1,8.0,5.0,8.0,43.31
228795478#2,0.0,1.0,1.0,7.74
228795480,4.0,2.0,4.0,49.9
228795481#1,3.0,4.0,4.0,23.72
228795483,0.0,0.0,0.0,0.0
228795484#0,1.0,1.0,1.0,5.7
228795484#1,0.0,2.0,2.0,14.16
228796091#0,1.0,0.0,1.0,1.74
228796091#1,0.0,0.0,0.0,0.0
228796091#2,0.0,0.0,0.0,0.0
228797633#0,0.0,0.0,0.0,0.0
228797635#0,17.0,16.0,17.0,833.81
228797635#2,1.0,7.0,7.0,68.04
228797638#0,0.0,1.0,1.0,10.15
228797640#0,5.0,5.0,5.0,82.06
228797640#2,4.0,4.0,4.0,20.22
228797640#3,3.0,2.0,3.0,12.61
228950039,7.0,6.0,7.0,36.67
228950040#0,8.0,12.0,12.0,4031.87
229028338#0,0.0,0.0,0.0,0.0
229028340#0,0.0,0.0,0.0,0.0
229028344#0,0.0,0.0,0.0,0.0
233651273,0.0,0.0,0.0,0.0
233651275,3.0,8.0,8.0,73.13
233651280#0,4.0,5.0,5.0,59.64
233651280#1,1.0,2.0,2.0,48.44
233651284#0,0.0,1.0,1.0,8.82
233651284#1,0.0,0.0,0.0,0.0
233651288#0,15.0,19.0,19.0,175.89
233651288#1,23.0,19.0,23.0,1911.7
233651326#0,10.0,8.0,10.0,136.65
233651326#3,5.0,5.0,5.0,45.48
233651327#4,0.0,0.0,0.0,0.0
233651328#0,0.0,2.0,2.0,27.11
233652295#2,0.0,0.0,0.0,0.0
237470575#0,16.0,16.0,16.0,64.57
237470575#1,15.0,15.0,15.0,100.03
237470575#3,24.0,17.0,24.0,51.26
