input_method,input_seed,input_round,input_parameter_id,input_t_lead,input_delta_T_thr,input_G_ext,input_Q_ratio,input_tau,output_D_E_sec,output_D_G_sec,weight_E,weight_G,weight_ratio,score,measured_T_free_EMV_sec,measured_T_actual_EMV_sec,measured_D_E_sec,measured_D_G_sec,measured_general_mean_travel_time_sec,stage2_on_count,stage3_on_count
BO,20260607,27,bo_r27_004_tl63_dt38_ge40_qr84_tau77,63,38,40,0.84,0.77,0.00,502.50,0.91,0.09,10:1,45.68,219.08016,,,502.499767,127.11315,1,19
BO,20260607,27,bo_r27_005_tl10_dt38_ge41_qr83_tau79,10,38,41,0.83,0.79,0.00,496.63,0.91,0.09,10:1,45.15,219.08016,,,496.631372,131.887608,1,17
BO,20260607,27,bo_r27_006_tl44_dt41_ge40_qr100_tau73,44,41,40,1.0,0.73,0.00,489.71,0.91,0.09,10:1,44.52,219.08016,,,489.705116,130.675676,0,24
BO,20260607,28,bo_r28_001_tl40_dt36_ge40_qr97_tau71,40,36,40,0.97,0.71,0.00,491.08,0.91,0.09,10:1,44.64,219.08016,,,491.076208,135.571816,0,20
BO,20260607,28,bo_r28_002_tl55_dt37_ge40_qr100_tau75,55,37,40,1.0,0.75,0.00,490.62,0.91,0.09,10:1,44.60,219.08016,,,490.620815,135.118598,0,21
BO,20260607,28,bo_r28_003_tl72_dt33_ge40_qr100_tau71,72,33,40,1.0,0.71,0.00,490.34,0.91,0.09,10:1,44.58,219.08016,,,490.338881,135.344086,0,19
BO,20260607,28,bo_r28_004_tl65_dt32_ge40_qr100_tau72,65,32,40,1.0,0.72,0.00,490.82,0.91,0.09,10:1,44.62,219.08016,,,490.818786,135.803235,0,19
BO,20260607,28,bo_r28_005_tl112_dt34_ge41_qr97_tau82,112,34,41,0.97,0.82,0.00,499.89,0.91,0.09,10:1,45.44,219.08016,,,499.892378,126.198198,0,17
BO,20260607,28,bo_r28_006_tl50_dt30_ge40_qr89_tau77,50,30,40,0.89,0.77,0.00,503.69,0.91,0.09,10:1,45.79,219.08016,,,503.686991,124.662539,1,16
BO,20260607,29,bo_r29_001_tl51_dt36_ge40_qr92_tau74,51,36,40,0.92,0.74,0.00,491.08,0.91,0.09,10:1,44.64,219.08016,,,491.076208,135.571816,0,20
BO,20260607,29,bo_r29_002_tl51_dt34_ge40_qr87_tau82,51,34,40,0.87,0.82,0.00,502.44,0.91,0.09,10:1,45.68,219.08016,,,502.435505,125.981651,1,17
BO,20260607,29,bo_r29_003_tl35_dt38_ge40_qr100_tau72,35,38,40,1.0,0.72,0.00,490.49,0.91,0.09,10:1,44.59,219.08016,,,490.490746,134.564865,0,21
BO,20260607,29,bo_r29_004_tl42_dt38_ge40_qr100_tau79,42,38,40,1.0,0.79,0.00,490.49,0.91,0.09,10:1,44.59,219.08016,,,490.490746,134.564865,0,21
BO,20260607,29,bo_r29_005_tl41_dt39_ge40_qr89_tau74,41,39,40,0.89,0.74,0.00,502.50,0.91,0.09,10:1,45.68,219.08016,,,502.499767,127.11315,1,19
BO,20260607,29,bo_r29_006_tl53_dt43_ge41_qr100_tau77,53,43,41,1.0,0.77,0.00,494.01,0.91,0.09,10:1,44.91,219.08016,,,494.013053,127.688571,0,22
BO,20260607,30,bo_r30_001_tl43_dt35_ge40_qr97_tau79,43,35,40,0.97,0.79,0.00,490.65,0.91,0.09,10:1,44.60,219.08016,,,490.65326,135.318919,0,20
BO,20260607,30,bo_r30_002_tl49_dt32_ge40_qr87_tau77,49,32,40,0.87,0.77,0.00,500.24,0.91,0.09,10:1,45.48,219.08016,,,500.235466,135.008876,1,16
BO,20260607,30,bo_r30_003_tl50_dt31_ge40_qr97_tau79,50,31,40,0.97,0.79,0.00,491.89,0.91,0.09,10:1,44.72,219.08016,,,491.894209,135.627717,0,19
BO,20260607,30,bo_r30_004_tl112_dt35_ge41_qr94_tau83,112,35,41,0.94,0.83,0.00,499.84,0.91,0.09,10:1,45.44,219.08016,,,499.840726,125.978979,0,17
BO,20260607,30,bo_r30_005_tl40_dt32_ge41_qr100_tau71,40,32,41,1.0,0.71,0.00,495.78,0.91,0.09,10:1,45.07,219.08016,,,495.777318,129.814815,0,18
BO,20260607,30,bo_r30_006_tl58_dt42_ge41_qr90_tau73,58,42,41,0.9,0.73,0.00,500.71,0.91,0.09,10:1,45.52,219.08016,,,500.713792,127.328313,1,19
BO,20260607,31,bo_r31_001_tl48_dt33_ge40_qr100_tau79,48,33,40,1.0,0.79,0.00,490.34,0.91,0.09,10:1,44.58,219.08016,,,490.338881,135.344086,0,19
BO,20260607,31,bo_r31_002_tl111_dt36_ge40_qr89_tau76,111,36,40,0.89,0.76,0.00,502.50,0.91,0.09,10:1,45.68,219.08016,,,502.499767,127.11315,1,19
BO,20260607,31,bo_r31_003_tl64_dt39_ge40_qr88_tau80,64,39,40,0.88,0.8,0.00,502.50,0.91,0.09,10:1,45.68,219.08016,,,502.499767,127.11315,1,19
BO,20260607,31,bo_r31_004_tl66_dt40_ge41_qr88_tau73,66,40,41,0.88,0.73,0.00,500.37,0.91,0.09,10:1,45.49,219.08016,,,500.367032,123.141994,1,19
BO,20260607,31,bo_r31_005_tl37_dt41_ge41_qr85_tau72,37,41,41,0.85,0.72,0.00,501.54,0.91,0.09,10:1,45.59,219.08016,,,501.535115,123.234756,1,19
BO,20260607,31,bo_r31_006_tl47_dt42_ge40_qr91_tau76,47,42,40,0.91,0.76,0.00,489.71,0.91,0.09,10:1,44.52,219.08016,,,489.705116,130.675676,0,24
BO,20260607,32,bo_r32_001_tl60_dt35_ge40_qr100_tau73,60,35,40,1.0,0.73,0.00,490.65,0.91,0.09,10:1,44.60,219.08016,,,490.65326,135.318919,0,20
BO,20260607,32,bo_r32_002_tl52_dt37_ge40_qr94_tau74,52,37,40,0.94,0.74,0.00,490.62,0.91,0.09,10:1,44.60,219.08016,,,490.620815,135.118598,0,21
BO,20260607,32,bo_r32_003_tl44_dt33_ge40_qr100_tau81,44,33,40,1.0,0.81,0.00,490.34,0.91,0.09,10:1,44.58,219.08016,,,490.338881,135.344086,0,19
BO,20260607,32,bo_r32_004_tl57_dt31_ge40_qr85_tau77,57,31,40,0.85,0.77,0.00,500.24,0.91,0.09,10:1,45.48,219.08016,,,500.235466,135.008876,1,16
BO,20260607,32,bo_r32_005_tl50_dt40_ge40_qr70_tau71,50,40,40,0.7,0.71,0.00,498.56,0.91,0.09,10:1,45.32,219.08016,,,498.564915,132.55132,1,19
BO,20260607,32,bo_r32_006_tl55_dt36_ge39_qr97_tau80,55,36,39,0.97,0.8,0.00,490.80,0.91,0.09,10:1,44.62,219.08016,,,490.804653,136.909091,0,23
BO,20260607,33,bo_r33_001_tl60_dt34_ge40_qr90_tau75,60,34,40,0.9,0.75,0.00,502.44,0.91,0.09,10:1,45.68,219.08016,,,502.435505,125.981651,1,17
BO,20260607,33,bo_r33_002_tl33_dt37_ge40_qr100_tau73,33,37,40,1.0,0.73,0.00,490.62,0.91,0.09,10:1,44.60,219.08016,,,490.620815,135.118598,0,21
BO,20260607,33,bo_r33_003_tl41_dt38_ge40_qr92_tau73,41,38,40,0.92,0.73,0.00,490.49,0.91,0.09,10:1,44.59,219.08016,,,490.490746,134.564865,0,21
BO,20260607,33,bo_r33_004_tl54_dt38_ge41_qr94_tau75,54,38,41,0.94,0.75,0.00,493.72,0.91,0.09,10:1,44.88,219.08016,,,493.719793,126.525714,0,19
BO,20260607,33,bo_r33_005_tl88_dt37_ge41_qr91_tau85,88,37,41,0.91,0.85,0.00,499.89,0.91,0.09,10:1,45.44,219.08016,,,499.892378,126.198198,0,19
BO,20260607,33,bo_r33_006_tl49_dt39_ge41_qr87_tau75,49,39,41,0.87,0.75,0.00,496.63,0.91,0.09,10:1,45.15,219.08016,,,496.629209,131.884726,1,17
BO,20260607,34,bo_r34_001_tl57_dt35_ge41_qr94_tau80,57,35,41,0.94,0.8,0.00,499.84,0.91,0.09,10:1,45.44,219.08016,,,499.840726,125.978979,0,17
BO,20260607,34,bo_r34_002_tl47_dt34_ge41_qr99_tau75,47,34,41,0.99,0.75,0.00,499.89,0.91,0.09,10:1,45.44,219.08016,,,499.892378,126.198198,0,17
BO,20260607,34,bo_r34_003_tl96_dt36_ge41_qr93_tau77,96,36,41,0.93,0.77,0.00,499.89,0.91,0.09,10:1,45.44,219.08016,,,499.892378,126.198198,0,19
BO,20260607,34,bo_r34_004_tl59_dt35_ge41_qr81_tau89,59,35,41,0.81,0.89,0.00,499.17,0.91,0.09,10:1,45.38,219.08016,,,499.173151,133.529412,1,16
BO,20260607,34,bo_r34_005_tl17_dt44_ge41_qr100_tau78,17,44,41,1.0,0.78,0.00,494.01,0.91,0.09,10:1,44.91,219.08016,,,494.013053,127.688571,0,22
BO,20260607,34,bo_r34_006_tl74_dt34_ge42_qr88_tau80,74,34,42,0.88,0.8,0.00,499.91,0.91,0.09,10:1,45.45,219.08016,,,499.91381,135.244838,1,16
BO,20260607,35,bo_r35_001_tl24_dt37_ge40_qr86_tau88,24,37,40,0.86,0.88,0.00,499.96,0.91,0.09,10:1,45.45,219.08016,,,499.957631,133.58284,1,16
BO,20260607,35,bo_r35_002_tl41_dt36_ge41_qr90_tau77,41,36,41,0.9,0.77,0.00,496.63,0.91,0.09,10:1,45.15,219.08016,,,496.629209,131.884726,1,17
BO,20260607,35,bo_r35_003_tl55_dt35_ge41_qr100_tau77,55,35,41,1.0,0.77,0.00,499.84,0.91,0.09,10:1,45.44,219.08016,,,499.840726,125.978979,0,17
BO,20260607,35,bo_r35_004_tl62_dt37_ge40_qr79_tau71,62,37,40,0.79,0.71,0.00,502.50,0.91,0.09,10:1,45.68,219.08016,,,502.499767,127.11315,1,19
BO,20260607,35,bo_r35_005_tl69_dt41_ge40_qr100_tau73,69,41,40,1.0,0.73,0.00,489.71,0.91,0.09,10:1,44.52,219.08016,,,489.705116,130.675676,0,24
BO,20260607,35,bo_r35_006_tl32_dt35_ge42_qr100_tau77,32,35,42,1.0,0.77,0.00,499.77,0.91,0.09,10:1,45.43,219.08016,,,499.768193,126.36036,0,17
BO,20260607,36,bo_r36_001_tl65_dt34_ge40_qr86_tau77,65,34,40,0.86,0.77,0.00,502.44,0.91,0.09,10:1,45.68,219.08016,,,502.435505,125.981651,1,17
BO,20260607,36,bo_r36_002_tl64_dt37_ge40_qr99_tau74,64,37,40,0.99,0.74,0.00,490.62,0.91,0.09,10:1,44.60,219.08016,,,490.620815,135.118598,0,21
BO,20260607,36,bo_r36_003_tl49_dt32_ge40_qr91_tau78,49,32,40,0.91,0.78,0.00,490.82,0.91,0.09,10:1,44.62,219.08016,,,490.818786,135.803235,0,19
BO,20260607,36,bo_r36_004_tl57_dt37_ge41_qr82_tau79,57,37,41,0.82,0.79,0.00,496.63,0.91,0.09,10:1,45.15,219.08016,,,496.629209,131.884726,1,17
BO,20260607,36,bo_r36_005_tl42_dt41_ge40_qr97_tau75,42,41,40,0.97,0.75,0.00,489.71,0.91,0.09,10:1,44.52,219.08016,,,489.705116,130.675676,0,24
BO,20260607,36,bo_r36_006_tl56_dt40_ge41_qr87_tau72,56,40,41,0.87,0.72,0.00,500.37,0.91,0.09,10:1,45.49,219.08016,,,500.367032,123.141994,1,19
BO,20260607,37,bo_r37_001_tl54_dt38_ge41_qr98_tau71,54,38,41,0.98,0.71,0.00,493.72,0.91,0.09,10:1,44.88,219.08016,,,493.719793,126.525714,0,19
BO,20260607,37,bo_r37_002_tl43_dt37_ge41_qr85_tau75,43,37,41,0.85,0.75,0.00,496.63,0.91,0.09,10:1,45.15,219.08016,,,496.629209,131.884726,1,17
BO,20260607,37,bo_r37_003_tl48_dt40_ge41_qr92_tau73,48,40,41,0.92,0.73,0.00,493.86,0.91,0.09,10:1,44.90,219.08016,,,493.862869,126.937322,0,19
BO,20260607,37,bo_r37_004_tl47_dt31_ge40_qr100_tau76,47,31,40,1.0,0.76,0.00,491.89,0.91,0.09,10:1,44.72,219.08016,,,491.894209,135.627717,0,19
BO,20260607,37,bo_r37_005_tl72_dt37_ge42_qr98_tau82,72,37,42,0.98,0.82,0.00,499.77,0.91,0.09,10:1,45.43,219.08016,,,499.768193,126.36036,0,18
BO,20260607,37,bo_r37_006_tl51_dt38_ge39_qr100_tau78,51,38,39,1.0,0.78,0.00,491.46,0.91,0.09,10:1,44.68,219.08016,,,491.463702,136.77027,0,22
BO,20260607,38,bo_r38_001_tl59_dt35_ge40_qr100_tau76,59,35,40,1.0,0.76,0.00,490.65,0.91,0.09,10:1,44.60,219.08016,,,490.65326,135.318919,0,20
BO,20260607,38,bo_r38_002_tl59_dt37_ge41_qr95_tau78,59,37,41,0.95,0.78,0.00,499.89,0.91,0.09,10:1,45.44,219.08016,,,499.892378,126.198198,0,19
BO,20260607,38,bo_r38_003_tl101_dt35_ge40_qr100_tau79,101,35,40,1.0,0.79,0.00,490.65,0.91,0.09,10:1,44.60,219.08016,,,490.65326,135.318919,0,20
BO,20260607,38,bo_r38_004_tl51_dt41_ge41_qr97_tau75,51,41,41,0.97,0.75,0.00,494.01,0.91,0.09,10:1,44.91,219.08016,,,494.013053,127.688571,0,22
BO,20260607,38,bo_r38_005_tl99_dt32_ge40_qr91_tau78,99,32,40,0.91,0.78,0.00,490.82,0.91,0.09,10:1,44.62,219.08016,,,490.818786,135.803235,0,19
BO,20260607,38,bo_r38_006_tl39_dt42_ge41_qr100_tau76,39,42,41,1.0,0.76,0.00,494.01,0.91,0.09,10:1,44.91,219.08016,,,494.013053,127.688571,0,22
BO,20260607,39,bo_r39_001_tl38_dt35_ge40_qr95_tau78,38,35,40,0.95,0.78,0.00,490.65,0.91,0.09,10:1,44.60,219.08016,,,490.65326,135.318919,0,20
BO,20260607,39,bo_r39_002_tl25_dt39_ge41_qr94_tau70,25,39,41,0.94,0.7,0.00,493.72,0.91,0.09,10:1,44.88,219.08016,,,493.719793,126.525714,0,19
BO,20260607,39,bo_r39_003_tl47_dt37_ge41_qr84_tau72,47,37,41,0.84,0.72,0.00,496.63,0.91,0.09,10:1,45.15,219.08016,,,496.629209,131.884726,1,17
BO,20260607,39,bo_r39_004_tl40_dt31_ge40_qr90_tau77,40,31,40,0.9,0.77,0.00,500.24,0.91,0.09,10:1,45.48,219.08016,,,500.235466,135.008876,1,16
BO,20260607,39,bo_r39_005_tl51_dt31_ge40_qr100_tau74,51,31,40,1.0,0.74,0.00,491.89,0.91,0.09,10:1,44.72,219.08016,,,491.894209,135.627717,0,19
BO,20260607,39,bo_r39_006_tl49_dt42_ge41_qr99_tau70,49,42,41,0.99,0.7,0.00,494.01,0.91,0.09,10:1,44.91,219.08016,,,494.013053,127.688571,0,22
BO,20260607,40,bo_r40_001_tl60_dt36_ge40_qr86_tau76,60,36,40,0.86,0.76,0.00,502.50,0.91,0.09,10:1,45.68,219.08016,,,502.499767,127.11315,1,19
BO,20260607,40,bo_r40_002_tl54_dt32_ge40_qr97_tau75,54,32,40,0.97,0.75,0.00,490.82,0.91,0.09,10:1,44.62,219.08016,,,490.818786,135.803235,0,19
BO,20260607,40,bo_r40_003_tl58_dt34_ge41_qr91_tau77,58,34,41,0.91,0.77,0.00,499.89,0.91,0.09,10:1,45.44,219.08016,,,499.892378,126.198198,0,17
BO,20260607,40,bo_r40_004_tl101_dt33_ge40_qr92_tau79,101,33,40,0.92,0.79,0.00,490.34,0.91,0.09,10:1,44.58,219.08016,,,490.338881,135.344086,0,19
BO,20260607,40,bo_r40_005_tl46_dt39_ge42_qr97_tau71,46,39,42,0.97,0.71,0.00,495.97,0.91,0.09,10:1,45.09,219.08016,,,495.968139,126.347826,0,19
BO,20260607,40,bo_r40_006_tl58_dt44_ge40_qr100_tau76,58,44,40,1.0,0.76,0.00,489.71,0.91,0.09,10:1,44.52,219.08016,,,489.705116,130.675676,0,24
BO,20260607,41,bo_r41_001_tl71_dt36_ge40_qr100_tau77,71,36,40,1.0,0.77,0.00,491.08,0.91,0.09,10:1,44.64,219.08016,,,491.076208,135.571816,0,20
BO,20260607,41,bo_r41_002_tl101_dt33_ge41_qr86_tau81,101,33,41,0.86,0.81,0.00,498.95,0.91,0.09,10:1,45.36,219.08016,,,498.953734,134.281525,1,16
BO,20260607,41,bo_r41_003_tl43_dt37_ge42_qr98_tau78,43,37,42,0.98,0.78,0.00,499.77,0.91,0.09,10:1,45.43,219.08016,,,499.768193,126.36036,0,18
BO,20260607,41,bo_r41_004_tl58_dt43_ge41_qr92_tau77,58,43,41,0.92,0.77,0.00,494.01,0.91,0.09,10:1,44.91,219.08016,,,494.013053,127.688571,0,22
BO,20260607,41,bo_r41_005_tl82_dt35_ge39_qr97_tau73,82,35,39,0.97,0.73,0.00,491.18,0.91,0.09,10:1,44.65,219.08016,,,491.182787,137.16442,0,20
BO,20260607,41,bo_r41_006_tl38_dt40_ge39_qr85_tau74,38,40,39,0.85,0.74,0.00,498.85,0.91,0.09,10:1,45.35,219.08016,,,498.845508,136.251462,1,19
BO,20260607,42,bo_r42_001_tl49_dt36_ge40_qr100_tau70,49,36,40,1.0,0.7,0.00,491.08,0.91,0.09,10:1,44.64,219.08016,,,491.076208,135.571816,0,20
BO,20260607,42,bo_r42_002_tl56_dt39_ge41_qr83_tau79,56,39,41,0.83,0.79,0.00,496.63,0.91,0.09,10:1,45.15,219.08016,,,496.629209,131.884726,1,17
BO,20260607,42,bo_r42_003_tl63_dt41_ge40_qr91_tau76,63,41,40,0.91,0.76,0.00,489.71,0.91,0.09,10:1,44.52,219.08016,,,489.705116,130.675676,0,24
BO,20260607,42,bo_r42_004_tl59_dt43_ge41_qr100_tau77,59,43,41,1.0,0.77,0.00,494.01,0.91,0.09,10:1,44.91,219.08016,,,494.013053,127.688571,0,22
BO,20260607,42,bo_r42_005_tl64_dt42_ge41_qr85_tau72,64,42,41,0.85,0.72,0.00,500.71,0.91,0.09,10:1,45.52,219.08016,,,500.713792,127.328313,1,19
BO,20260607,42,bo_r42_006_tl46_dt39_ge39_qr83_tau75,46,39,39,0.83,0.75,0.00,502.80,0.91,0.09,10:1,45.71,219.08016,,,502.80293,124.009231,1,17
BO,20260607,43,bo_r43_001_tl58_dt37_ge41_qr100_tau72,58,37,41,1.0,0.72,0.00,499.89,0.91,0.09,10:1,45.44,219.08016,,,499.892378,126.198198,0,19
BO,20260607,43,bo_r43_002_tl67_dt32_ge40_qr79_tau74,67,32,40,0.79,0.74,0.00,500.24,0.91,0.09,10:1,45.48,219.08016,,,500.235466,135.008876,1,16
BO,20260607,43,bo_r43_003_tl36_dt43_ge41_qr98_tau70,36,43,41,0.98,0.7,0.00,494.01,0.91,0.09,10:1,44.91,219.08016,,,494.013053,127.688571,0,22
BO,20260607,43,bo_r43_004_tl43_dt39_ge42_qr96_tau76,43,39,42,0.96,0.76,0.00,495.97,0.91,0.09,10:1,45.09,219.08016,,,495.968139,126.347826,0,19
BO,20260607,43,bo_r43_005_tl54_dt37_ge39_qr94_tau70,54,37,39,0.94,0.7,0.00,491.20,0.91,0.09,10:1,44.65,219.08016,,,491.195004,137.104839,0,23
BO,20260607,43,bo_r43_006_tl66_dt40_ge39_qr89_tau77,66,40,39,0.89,0.77,0.00,498.85,0.91,0.09,10:1,45.35,219.08016,,,498.845508,136.251462,1,19
BO,20260607,44,bo_r44_001_tl50_dt36_ge40_qr90_tau72,50,36,40,0.9,0.72,0.00,502.50,0.91,0.09,10:1,45.68,219.08016,,,502.499767,127.11315,1,19
BO,20260607,44,bo_r44_002_tl55_dt37_ge41_qr95_tau70,55,37,41,0.95,0.7,0.00,499.89,0.91,0.09,10:1,45.44,219.08016,,,499.892378,126.198198,0,19
BO,20260607,44,bo_r44_003_tl28_dt32_ge40_qr84_tau70,28,32,40,0.84,0.7,0.00,500.24,0.91,0.09,10:1,45.48,219.08016,,,500.235466,135.008876,1,16
BO,20260607,44,bo_r44_004_tl40_dt31_ge40_qr100_tau70,40,31,40,1.0,0.7,0.00,491.89,0.91,0.09,10:1,44.72,219.08016,,,491.894209,135.627717,0,19
BO,20260607,44,bo_r44_005_tl47_dt31_ge40_qr96_tau77,47,31,40,0.96,0.77,0.00,491.89,0.91,0.09,10:1,44.72,219.08016,,,491.894209,135.627717,0,19
BO,20260607,44,bo_r44_006_tl42_dt32_ge41_qr93_tau72,42,32,41,0.93,0.72,0.00,495.78,0.91,0.09,10:1,45.07,219.08016,,,495.777318,129.814815,0,18
BO,20260607,45,bo_r45_001_tl34_dt35_ge40_qr100_tau73,34,35,40,1.0,0.73,0.00,490.65,0.91,0.09,10:1,44.60,219.08016,,,490.65326,135.318919,0,20
BO,20260607,45,bo_r45_002_tl59_dt33_ge40_qr93_tau76,59,33,40,0.93,0.76,0.00,490.34,0.91,0.09,10:1,44.58,219.08016,,,490.338881,135.344086,0,19
BO,20260607,45,bo_r45_003_tl58_dt38_ge40_qr100_tau81,58,38,40,1.0,0.81,0.00,490.49,0.91,0.09,10:1,44.59,219.08016,,,490.490746,134.564865,0,21
BO,20260607,45,bo_r45_004_tl67_dt38_ge40_qr99_tau75,67,38,40,0.99,0.75,0.00,490.49,0.91,0.09,10:1,44.59,219.08016,,,490.490746,134.564865,0,21
BO,20260607,45,bo_r45_005_tl41_dt34_ge41_qr98_tau74,41,34,41,0.98,0.74,0.00,499.89,0.91,0.09,10:1,45.44,219.08016,,,499.892378,126.198198,0,17
BO,20260607,45,bo_r45_006_tl58_dt39_ge41_qr90_tau82,58,39,41,0.9,0.82,0.00,496.63,0.91,0.09,10:1,45.15,219.08016,,,496.629209,131.884726,1,17
BO,20260607,46,bo_r46_001_tl52_dt37_ge40_qr95_tau80,52,37,40,0.95,0.8,0.00,490.62,0.91,0.09,10:1,44.60,219.08016,,,490.620815,135.118598,0,21
BO,20260607,46,bo_r46_002_tl64_dt39_ge41_qr100_tau79,64,39,41,1.0,0.79,0.00,493.72,0.91,0.09,10:1,44.88,219.08016,,,493.719793,126.525714,0,19
BO,20260607,46,bo_r46_003_tl35_dt41_ge41_qr100_tau76,35,41,41,1.0,0.76,0.00,494.01,0.91,0.09,10:1,44.91,219.08016,,,494.013053,127.688571,0,22
BO,20260607,46,bo_r46_004_tl97_dt42_ge41_qr100_tau81,97,42,41,1.0,0.81,0.00,494.01,0.91,0.09,10:1,44.91,219.08016,,,494.013053,127.688571,0,22
BO,20260607,46,bo_r46_005_tl19_dt38_ge40_qr58_tau83,19,38,40,0.58,0.83,0.00,502.50,0.91,0.09,10:1,45.68,219.08016,,,502.499767,127.11315,1,19
BO,20260607,46,bo_r46_006_tl43_dt34_ge39_qr91_tau75,43,34,39,0.91,0.75,0.00,491.50,0.91,0.09,10:1,44.68,219.08016,,,491.495637,137.021622,0,20
BO,20260607,47,bo_r47_001_tl42_dt34_ge40_qr80_tau73,42,34,40,0.8,0.73,0.00,502.44,0.91,0.09,10:1,45.68,219.08016,,,502.435505,125.981651,1,17
BO,20260607,47,bo_r47_002_tl66_dt34_ge41_qr90_tau77,66,34,41,0.9,0.77,0.00,500.36,0.91,0.09,10:1,45.49,219.08016,,,500.355306,135.529586,1,16
BO,20260607,47,bo_r47_003_tl36_dt41_ge41_qr93_tau75,36,41,41,0.93,0.75,0.00,494.01,0.91,0.09,10:1,44.91,219.08016,,,494.013053,127.688571,0,22
BO,20260607,47,bo_r47_004_tl57_dt32_ge41_qr92_tau76,57,32,41,0.92,0.76,0.00,495.78,0.91,0.09,10:1,45.07,219.08016,,,495.777318,129.814815,0,18
BO,20260607,47,bo_r47_005_tl56_dt43_ge40_qr93_tau79,56,43,40,0.93,0.79,0.00,489.71,0.91,0.09,10:1,44.52,219.08016,,,489.705116,130.675676,0,24
BO,20260607,47,bo_r47_006_tl47_dt40_ge39_qr97_tau76,47,40,39,0.97,0.76,0.00,488.37,0.91,0.09,10:1,44.40,219.08016,,,488.370945,134.848806,0,25
BO,20260607,48,bo_r48_001_tl42_dt34_ge40_qr94_tau80,42,34,40,0.94,0.8,0.00,490.64,0.91,0.09,10:1,44.60,219.08016,,,490.639561,135.22973,0,20
BO,20260607,48,bo_r48_002_tl59_dt34_ge40_qr93_tau77,59,34,40,0.93,0.77,0.00,490.64,0.91,0.09,10:1,44.60,219.08016,,,490.639561,135.22973,0,20
BO,20260607,48,bo_r48_003_tl47_dt36_ge40_qr100_tau79,47,36,40,1.0,0.79,0.00,491.08,0.91,0.09,10:1,44.64,219.08016,,,491.076208,135.571816,0,20
BO,20260607,48,bo_r48_004_tl58_dt32_ge40_qr91_tau72,58,32,40,0.91,0.72,0.00,490.82,0.91,0.09,10:1,44.62,219.08016,,,490.818786,135.803235,0,19
BO,20260607,48,bo_r48_005_tl66_dt39_ge41_qr100_tau71,66,39,41,1.0,0.71,0.00,493.72,0.91,0.09,10:1,44.88,219.08016,,,493.719793,126.525714,0,19
BO,20260607,48,bo_r48_006_tl48_dt41_ge40_qr95_tau76,48,41,40,0.95,0.76,0.00,489.71,0.91,0.09,10:1,44.52,219.08016,,,489.705116,130.675676,0,24
BO,20260607,49,bo_r49_001_tl44_dt36_ge40_qr93_tau75,44,36,40,0.93,0.75,0.00,491.08,0.91,0.09,10:1,44.64,219.08016,,,491.076208,135.571816,0,20
BO,20260607,49,bo_r49_002_tl108_dt37_ge40_qr88_tau79,108,37,40,0.88,0.79,0.00,502.50,0.91,0.09,10:1,45.68,219.08016,,,502.499767,127.11315,1,19
BO,20260607,49,bo_r49_003_tl60_dt32_ge40_qr99_tau75,60,32,40,0.99,0.75,0.00,490.82,0.91,0.09,10:1,44.62,219.08016,,,490.818786,135.803235,0,19
BO,20260607,49,bo_r49_004_tl52_dt30_ge40_qr81_tau71,52,30,40,0.81,0.71,0.00,503.69,0.91,0.09,10:1,45.79,219.08016,,,503.686991,124.662539,1,16
BO,20260607,49,bo_r49_005_tl30_dt37_ge39_qr91_tau75,30,37,39,0.91,0.75,0.00,491.20,0.91,0.09,10:1,44.65,219.08016,,,491.195004,137.104839,0,23
BO,20260607,49,bo_r49_006_tl65_dt38_ge39_qr90_tau79,65,38,39,0.9,0.79,0.00,502.80,0.91,0.09,10:1,45.71,219.08016,,,502.80293,124.009231,1,17
BO,20260607,50,bo_r50_001_tl47_dt32_ge40_qr94_tau76,47,32,40,0.94,0.76,0.00,490.82,0.91,0.09,10:1,44.62,219.08016,,,490.818786,135.803235,0,19
BO,20260607,50,bo_r50_002_tl58_dt38_ge41_qr100_tau74,58,38,41,1.0,0.74,0.00,493.72,0.91,0.09,10:1,44.88,219.08016,,,493.719793,126.525714,0,19
BO,20260607,50,bo_r50_003_tl50_dt39_ge41_qr90_tau76,50,39,41,0.9,0.76,0.00,496.63,0.91,0.09,10:1,45.15,219.08016,,,496.629209,131.884726,1,17
BO,20260607,50,bo_r50_004_tl53_dt41_ge40_qr97_tau80,53,41,40,0.97,0.8,0.00,489.71,0.91,0.09,10:1,44.52,219.08016,,,489.705116,130.675676,0,24
BO,20260607,50,bo_r50_005_tl62_dt42_ge40_qr95_tau73,62,42,40,0.95,0.73,0.00,489.71,0.91,0.09,10:1,44.52,219.08016,,,489.705116,130.675676,0,24
BO,20260607,50,bo_r50_006_tl49_dt38_ge42_qr100_tau75,49,38,42,1.0,0.75,0.00,495.97,0.91,0.09,10:1,45.09,219.08016,,,495.968139,126.347826,0,19
